ssid_fast_orthogroups,Ssid_longest_proteome
OG0019788,Ssid_260831_c0_seq2.p1
OG0019789,Ssid_258872_c0_seq1.p1
OG0019790,Ssid_214731_c0_seq3.p1
OG0019791,
OG0019792,Ssid_242569_c0_seq5.p3
OG0019793,
OG0019794,Ssid_252035_c1_seq9.p3
OG0019795,Ssid_224059_c0_seq1.p1
OG0019796,Ssid_239358_c0_seq1.p1
OG0019797,
OG0019798,
OG0019799,Ssid_252546_c1_seq3.p1
OG0019800,
OG0019801,Ssid_255618_c0_seq2.p1
OG0019802,Ssid_201858_c0_seq2.p1
OG0019803,Ssid_229104_c0_seq1.p2
OG0019804,Ssid_258138_c0_seq5.p1
OG0019805,
OG0019806,Ssid_254887_c0_seq3.p1
OG0019807,Ssid_252253_c0_seq1.p1
OG0019808,
OG0019809,
OG0019810,Ssid_262244_c1_seq10.p2
OG0019811,
OG0019812,Ssid_235847_c0_seq2.p1
OG0019813,Ssid_246847_c0_seq1.p1
OG0019814,Ssid_239516_c0_seq1.p1
OG0019815,
OG0019816,
OG0019817,Ssid_261327_c0_seq1.p1
OG0019818,Ssid_261842_c3_seq4.p1
OG0019819,
OG0019820,
OG0019821,
OG0019822,Ssid_257610_c0_seq1.p2
OG0019823,Ssid_260866_c1_seq1.p1
OG0019824,Ssid_252334_c0_seq2.p4
OG0019825,Ssid_256662_c0_seq4.p1
OG0019826,Ssid_259544_c0_seq1.p1
OG0019827,
OG0019828,
OG0019829,
OG0019830,Ssid_261164_c0_seq1.p2
OG0019831,Ssid_259450_c0_seq3.p3
OG0019832,Ssid_258496_c0_seq5.p1
OG0019833,
OG0019834,Ssid_235821_c0_seq1.p1
OG0019835,
OG0019836,Ssid_262016_c0_seq1.p1
OG0019837,Ssid_252919_c0_seq1.p1
OG0019838,Ssid_251004_c0_seq1.p1
OG0019839,Ssid_251146_c0_seq3.p1
OG0019840,Ssid_381032_c0_seq1.p1
OG0019841,
OG0019842,
OG0019843,Ssid_258017_c0_seq3.p1
OG0019844,Ssid_256073_c0_seq8.p1
OG0019845,Ssid_253550_c0_seq12.p1
OG0019846,Ssid_259443_c0_seq1.p1
OG0019847,Ssid_257740_c0_seq5.p1
OG0019848,Ssid_215801_c0_seq1.p1
OG0019849,Ssid_250934_c0_seq1.p1
OG0019850,Ssid_382737_c0_seq1.p1
OG0019851,Ssid_233005_c0_seq1.p1
OG0019852,Ssid_256207_c0_seq2.p1
OG0019853,Ssid_245033_c0_seq2.p1
OG0019854,Ssid_182197_c0_seq6.p1
OG0019855,Ssid_238091_c0_seq3.p1
OG0019856,Ssid_183796_c0_seq1.p1
OG0019857,Ssid_234343_c0_seq1.p1
OG0019858,Ssid_206792_c0_seq1.p1
OG0019859,Ssid_259401_c0_seq1.p1
OG0019860,Ssid_79467_c0_seq1.p1
OG0019861,"Ssid_242793_c0_seq4.p1, Ssid_242793_c0_seq4.p2"
OG0019862,
OG0019863,Ssid_231617_c0_seq1.p1
OG0019864,Ssid_235963_c0_seq1.p1
OG0019865,Ssid_242887_c0_seq1.p1
OG0019866,Ssid_218326_c0_seq2.p1
OG0019867,Ssid_252419_c0_seq1.p1
OG0019868,Ssid_261947_c0_seq1.p1
OG0019869,Ssid_243926_c0_seq1.p1
OG0019870,Ssid_248707_c0_seq1.p1
OG0019871,Ssid_244558_c0_seq31.p1
OG0019872,Ssid_248665_c0_seq1.p1
OG0019873,Ssid_257435_c0_seq4.p1
OG0019874,Ssid_230788_c0_seq1.p1
OG0019875,Ssid_249751_c0_seq1.p1
OG0019876,Ssid_251115_c0_seq2.p1
OG0019877,Ssid_252088_c0_seq2.p1
OG0019878,Ssid_248074_c1_seq7.p1
OG0019879,Ssid_249965_c0_seq5.p1
OG0019880,Ssid_171331_c0_seq1.p1
OG0019881,Ssid_261076_c0_seq4.p2
OG0019882,Ssid_249883_c0_seq1.p1
OG0019883,Ssid_260708_c0_seq2.p1
OG0019884,Ssid_255742_c0_seq1.p1
OG0019885,Ssid_259367_c0_seq1.p1
OG0019886,Ssid_241288_c0_seq1.p1
OG0019887,Ssid_242540_c0_seq4.p1
OG0019888,"Ssid_239418_c0_seq1.p1, Ssid_58195_c0_seq1.p1"
OG0019889,Ssid_251487_c0_seq1.p1
OG0019890,Ssid_217685_c0_seq1.p1
OG0019891,Ssid_252322_c0_seq1.p1
OG0019892,Ssid_253529_c0_seq1.p1
OG0019893,Ssid_257886_c1_seq1.p3
OG0019894,
OG0019895,Ssid_192258_c0_seq3.p1
OG0019896,Ssid_309774_c0_seq1.p1
OG0019897,
OG0019898,
OG0019899,"Ssid_277448_c0_seq1.p1, Ssid_288780_c0_seq1.p1"
OG0019900,
OG0019901,
OG0019902,
OG0019903,
OG0019904,
OG0019905,
OG0019906,
OG0019907,
OG0019908,
OG0019909,Ssid_237766_c0_seq1.p1
OG0019910,
OG0019911,
OG0019912,
OG0019913,
OG0019914,
OG0019915,
OG0019916,
OG0019917,
OG0019918,
OG0019919,
OG0019920,
OG0019921,
OG0019922,Ssid_121740_c0_seq1.p1
OG0019923,
OG0019924,
OG0019925,
OG0019926,
OG0019927,
OG0019928,
OG0019929,
OG0019930,
OG0019931,
OG0019932,
OG0019933,
OG0019934,
OG0019935,
OG0019936,
OG0019937,
OG0019938,
OG0019939,
OG0019940,
OG0019941,
OG0019942,
OG0019943,
OG0019944,
OG0019945,
OG0019946,
OG0019947,
OG0019948,
OG0019949,
OG0019950,Ssid_219519_c0_seq1.p1
OG0019951,
OG0019952,
OG0019953,
OG0019954,
OG0019955,
OG0019956,Ssid_221434_c0_seq2.p2
OG0019957,Ssid_261502_c2_seq1.p1
OG0019958,
OG0019959,
OG0019960,
OG0019961,
OG0019962,Ssid_239493_c0_seq2.p2
OG0019963,
OG0019964,
OG0019965,Ssid_258694_c0_seq1.p1
OG0019966,
OG0019967,"Ssid_160864_c0_seq1.p1, Ssid_242522_c0_seq1.p1"
OG0019968,
OG0019969,
OG0019970,
OG0019971,Ssid_96068_c0_seq1.p1
OG0019972,Ssid_248453_c0_seq16.p1
OG0019973,
OG0019974,
OG0019975,
OG0019976,Ssid_105002_c0_seq1.p1
OG0019977,
OG0019978,
OG0019979,
OG0019980,
OG0019981,
OG0019982,
OG0019983,
OG0019984,
OG0019985,
OG0019986,
OG0019987,
OG0019988,Ssid_303017_c0_seq1.p1
OG0019989,
OG0019990,
OG0019991,Ssid_280427_c0_seq1.p1
OG0019992,
OG0019993,
OG0019994,
OG0019995,
OG0019996,
OG0019997,Ssid_221627_c0_seq1.p1
OG0019998,
OG0019999,Ssid_26075_c0_seq1.p1
OG0020000,
OG0020001,
OG0020002,
OG0020003,
OG0020004,
OG0020005,
OG0020006,
OG0020007,
OG0020008,
OG0020009,Ssid_257293_c0_seq4.p3
OG0020010,
OG0020011,Ssid_259822_c0_seq11.p2
OG0020012,
OG0020013,
OG0020014,
OG0020015,
OG0020016,Ssid_204646_c0_seq1.p1
OG0020017,
OG0020018,"Ssid_253379_c0_seq3.p1, Ssid_310640_c0_seq1.p1"
OG0020019,"Ssid_254601_c0_seq28.p1, Ssid_257729_c1_seq4.p1"
OG0020020,
OG0020021,
OG0020022,
OG0020023,
OG0020024,
OG0020025,
OG0020026,
OG0020027,
OG0020028,"Ssid_217604_c0_seq1.p1, Ssid_343493_c0_seq1.p1"
OG0020029,
OG0020030,Ssid_163402_c0_seq1.p1
OG0020031,
OG0020032,
OG0020033,
OG0020034,
OG0020035,"Ssid_198563_c0_seq1.p1, Ssid_250688_c0_seq24.p2"
OG0020036,
OG0020037,
OG0020038,"Ssid_249386_c1_seq2.p2, Ssid_260228_c0_seq1.p3"
OG0020039,
OG0020040,
OG0020041,
OG0020042,
OG0020043,
OG0020044,Ssid_247569_c0_seq6.p1
OG0020045,
OG0020046,
OG0020047,"Ssid_243004_c0_seq49.p2, Ssid_256463_c0_seq1.p1"
OG0020048,
OG0020049,
OG0020050,
OG0020051,
OG0020052,
OG0020053,
OG0020054,
OG0020055,"Ssid_124600_c0_seq1.p1, Ssid_253932_c0_seq1.p1"
OG0020056,
OG0020057,"Ssid_258518_c0_seq1.p1, Ssid_261946_c0_seq8.p2"
OG0020058,
OG0020059,
OG0020060,Ssid_258390_c0_seq4.p1
OG0020061,Ssid_251199_c0_seq1.p1
OG0020062,Ssid_221046_c0_seq1.p2
OG0020063,
OG0020064,Ssid_220733_c0_seq1.p1
OG0020065,Ssid_68125_c0_seq1.p1
OG0020066,Ssid_192208_c0_seq1.p2
OG0020067,
OG0020068,
OG0020069,
OG0020070,
OG0020071,
OG0020072,Ssid_61236_c0_seq1.p1
OG0020073,Ssid_150592_c0_seq1.p1
OG0020074,
OG0020075,Ssid_63946_c0_seq1.p1
OG0020076,"Ssid_113392_c0_seq2.p1, Ssid_286382_c0_seq1.p1"
OG0020077,"Ssid_141779_c0_seq1.p1, Ssid_153685_c0_seq1.p1, Ssid_472484_c0_seq1.p1"
OG0020078,"Ssid_141947_c0_seq1.p1, Ssid_231917_c0_seq1.p1, Ssid_233704_c0_seq1.p1"
OG0020079,"Ssid_155197_c0_seq1.p1, Ssid_226113_c0_seq1.p1, Ssid_242491_c0_seq1.p1"
OG0020080,"Ssid_186224_c0_seq1.p1, Ssid_218745_c0_seq1.p1, Ssid_263256_c0_seq1.p2"
OG0020081,"Ssid_225544_c0_seq1.p1, Ssid_431128_c0_seq1.p1, Ssid_81632_c0_seq1.p1"
OG0020082,"Ssid_23058_c0_seq1.p1, Ssid_259290_c0_seq6.p2, Ssid_393402_c0_seq1.p2"
OG0020083,"Ssid_244078_c0_seq14.p1, Ssid_244078_c0_seq14.p2, Ssid_260230_c0_seq1.p1"
OG0020084,"Ssid_258173_c0_seq73.p1, Ssid_258173_c0_seq73.p3, Ssid_262868_c1_seq3.p1"
OG0020085,
OG0020086,
OG0020087,
OG0020088,Ssid_223367_c0_seq7.p1
OG0020089,
OG0020090,Ssid_230556_c0_seq9.p1
OG0020091,
OG0020092,
OG0020093,
OG0020094,Ssid_211492_c0_seq5.p1
OG0020095,Ssid_219109_c1_seq4.p1
OG0020096,Ssid_123494_c0_seq1.p1
OG0020097,
OG0020098,
OG0020099,
OG0020100,
OG0020101,Ssid_111286_c0_seq1.p1
OG0020102,
OG0020103,
OG0020104,
OG0020105,
OG0020106,
OG0020107,
OG0020108,
OG0020109,
OG0020110,
OG0020111,
OG0020112,
OG0020113,
OG0020114,
OG0020115,
OG0020116,Ssid_279758_c0_seq1.p1
OG0020117,
OG0020118,
OG0020119,
OG0020120,
OG0020121,
OG0020122,
OG0020123,
OG0020124,
OG0020125,Ssid_187054_c0_seq1.p1
OG0020126,Ssid_229907_c0_seq1.p1
OG0020127,
OG0020128,Ssid_186063_c0_seq2.p1
OG0020129,
OG0020130,Ssid_364877_c0_seq1.p1
OG0020131,
OG0020132,
OG0020133,
OG0020134,
OG0020135,
OG0020136,
OG0020137,
OG0020138,
OG0020139,
OG0020140,
OG0020141,
OG0020142,Ssid_94634_c0_seq1.p1
OG0020143,
OG0020144,
OG0020145,
OG0020146,
OG0020147,
OG0020148,
OG0020149,
OG0020150,
OG0020151,
OG0020152,
OG0020153,
OG0020154,Ssid_279300_c0_seq1.p1
OG0020155,
OG0020156,
OG0020157,
OG0020158,
OG0020159,
OG0020160,
OG0020161,
OG0020162,
OG0020163,
OG0020164,
OG0020165,
OG0020166,
OG0020167,
OG0020168,
OG0020169,
OG0020170,
OG0020171,
OG0020172,
OG0020173,
OG0020174,
OG0020175,
OG0020176,
OG0020177,
OG0020178,Ssid_176458_c0_seq1.p1
OG0020179,
OG0020180,
OG0020181,
OG0020182,
OG0020183,
OG0020184,
OG0020185,
OG0020186,
OG0020187,
OG0020188,
OG0020189,Ssid_62497_c0_seq1.p1
OG0020190,
OG0020191,
OG0020192,Ssid_168476_c0_seq2.p1
OG0020193,
OG0020194,
OG0020195,
OG0020196,
OG0020197,
OG0020198,
OG0020199,
OG0020200,Ssid_253854_c1_seq5.p2
OG0020201,
OG0020202,
OG0020203,
OG0020204,
OG0020205,Ssid_113006_c0_seq1.p1
OG0020206,
OG0020207,
OG0020208,
OG0020209,
OG0020210,Ssid_206269_c0_seq2.p1
OG0020211,
OG0020212,
OG0020213,
OG0020214,Ssid_243335_c0_seq2.p1
OG0020215,
OG0020216,
OG0020217,
OG0020218,
OG0020219,
OG0020220,
OG0020221,
OG0020222,
OG0020223,
OG0020224,
OG0020225,
OG0020226,
OG0020227,
OG0020228,
OG0020229,
OG0020230,Ssid_76382_c0_seq1.p1
OG0020231,
OG0020232,Ssid_196460_c0_seq1.p1
OG0020233,
OG0020234,
OG0020235,
OG0020236,
OG0020237,Ssid_196911_c0_seq2.p1
OG0020238,
OG0020239,
OG0020240,
OG0020241,
OG0020242,
OG0020243,
OG0020244,
OG0020245,
OG0020246,Ssid_301389_c0_seq1.p1
OG0020247,
OG0020248,
OG0020249,
OG0020250,
OG0020251,
OG0020252,
OG0020253,Ssid_196422_c0_seq1.p1
OG0020254,
OG0020255,
OG0020256,Ssid_184390_c0_seq1.p1
OG0020257,
OG0020258,Ssid_218589_c1_seq2.p1
OG0020259,
OG0020260,
OG0020261,
OG0020262,
OG0020263,
OG0020264,
OG0020265,Ssid_278073_c0_seq1.p1
OG0020266,
OG0020267,
OG0020268,
OG0020269,
OG0020270,
OG0020271,
OG0020272,
OG0020273,Ssid_52147_c0_seq1.p1
OG0020274,Ssid_111116_c0_seq1.p1
OG0020275,
OG0020276,
OG0020277,Ssid_309888_c0_seq1.p1
OG0020278,Ssid_276038_c0_seq1.p1
OG0020279,
OG0020280,
OG0020281,
OG0020282,Ssid_283989_c0_seq1.p1
OG0020283,
OG0020284,
OG0020285,
OG0020286,
OG0020287,
OG0020288,
OG0020289,
OG0020290,Ssid_148158_c0_seq1.p1
OG0020291,
OG0020292,
OG0020293,
OG0020294,
OG0020295,
OG0020296,
OG0020297,Ssid_155324_c0_seq4.p1
OG0020298,
OG0020299,
OG0020300,
OG0020301,Ssid_67833_c0_seq1.p1
OG0020302,
OG0020303,
OG0020304,Ssid_168525_c0_seq1.p1
OG0020305,
OG0020306,
OG0020307,
OG0020308,
OG0020309,
OG0020310,
OG0020311,
OG0020312,
OG0020313,
OG0020314,
OG0020315,
OG0020316,
OG0020317,
OG0020318,
OG0020319,
OG0020320,Ssid_123604_c0_seq1.p1
OG0020321,
OG0020322,
OG0020323,
OG0020324,
OG0020325,
OG0020326,
OG0020327,
OG0020328,
OG0020329,
OG0020330,
OG0020331,
OG0020332,
OG0020333,
OG0020334,
OG0020335,
OG0020336,
OG0020337,Ssid_117724_c0_seq2.p1
OG0020338,
OG0020339,
OG0020340,
OG0020341,
OG0020342,Ssid_173133_c0_seq1.p1
OG0020343,
OG0020344,
OG0020345,
OG0020346,
OG0020347,
OG0020348,
OG0020349,
OG0020350,
OG0020351,
OG0020352,
OG0020353,
OG0020354,
OG0020355,
OG0020356,
OG0020357,
OG0020358,
OG0020359,
OG0020360,
OG0020361,
OG0020362,
OG0020363,
OG0020364,
OG0020365,
OG0020366,
OG0020367,
OG0020368,
OG0020369,
OG0020370,
OG0020371,Ssid_61389_c0_seq1.p1
OG0020372,
OG0020373,
OG0020374,
OG0020375,
OG0020376,
OG0020377,
OG0020378,Ssid_166389_c0_seq1.p1
OG0020379,
OG0020380,
OG0020381,
OG0020382,
OG0020383,
OG0020384,
OG0020385,
OG0020386,
OG0020387,
OG0020388,Ssid_274394_c0_seq1.p2
OG0020389,
OG0020390,
OG0020391,
OG0020392,
OG0020393,
OG0020394,
OG0020395,
OG0020396,
OG0020397,Ssid_109751_c0_seq1.p1
OG0020398,
OG0020399,
OG0020400,Ssid_185466_c0_seq4.p1
OG0020401,Ssid_179909_c0_seq2.p2
OG0020402,Ssid_86821_c0_seq1.p1
OG0020403,Ssid_102783_c0_seq2.p1
OG0020404,
OG0020405,
OG0020406,
OG0020407,
OG0020408,
OG0020409,
OG0020410,
OG0020411,
OG0020412,
OG0020413,
OG0020414,
OG0020415,
OG0020416,Ssid_179079_c0_seq1.p1
OG0020417,
OG0020418,
OG0020419,
OG0020420,
OG0020421,
OG0020422,
OG0020423,
OG0020424,Ssid_196661_c0_seq1.p1
OG0020425,
OG0020426,
OG0020427,
OG0020428,
OG0020429,
OG0020430,
OG0020431,
OG0020432,Ssid_206093_c0_seq10.p1
OG0020433,
OG0020434,
OG0020435,
OG0020436,
OG0020437,
OG0020438,
OG0020439,
OG0020440,
OG0020441,
OG0020442,
OG0020443,Ssid_118463_c0_seq2.p1
OG0020444,
OG0020445,
OG0020446,Ssid_122561_c0_seq1.p1
OG0020447,
OG0020448,
OG0020449,
OG0020450,
OG0020451,
OG0020452,
OG0020453,
OG0020454,
OG0020455,
OG0020456,
OG0020457,
OG0020458,Ssid_249738_c0_seq6.p1
OG0020459,
OG0020460,
OG0020461,
OG0020462,
OG0020463,
OG0020464,
OG0020465,
OG0020466,
OG0020467,
OG0020468,
OG0020469,
OG0020470,
OG0020471,
OG0020472,Ssid_83190_c0_seq1.p1
OG0020473,
OG0020474,
OG0020475,
OG0020476,Ssid_298448_c0_seq1.p2
OG0020477,
OG0020478,
OG0020479,
OG0020480,
OG0020481,
OG0020482,
OG0020483,
OG0020484,
OG0020485,
OG0020486,
OG0020487,
OG0020488,
OG0020489,
OG0020490,
OG0020491,Ssid_93785_c0_seq1.p1
OG0020492,
OG0020493,
OG0020494,
OG0020495,
OG0020496,
OG0020497,
OG0020498,
OG0020499,Ssid_164808_c0_seq1.p1
OG0020500,
OG0020501,
OG0020502,Ssid_208180_c0_seq4.p1
OG0020503,
OG0020504,
OG0020505,
OG0020506,Ssid_100486_c0_seq2.p1
OG0020507,
OG0020508,
OG0020509,
OG0020510,
OG0020511,
OG0020512,
OG0020513,
OG0020514,
OG0020515,
OG0020516,
OG0020517,
OG0020518,
OG0020519,Ssid_112502_c0_seq1.p1
OG0020520,
OG0020521,
OG0020522,
OG0020523,
OG0020524,
OG0020525,Ssid_196901_c0_seq1.p1
OG0020526,
OG0020527,
OG0020528,Ssid_200567_c0_seq1.p1
OG0020529,Ssid_216944_c1_seq87.p1
OG0020530,
OG0020531,
OG0020532,
OG0020533,
OG0020534,
OG0020535,
OG0020536,
OG0020537,
OG0020538,
OG0020539,
OG0020540,
OG0020541,
OG0020542,
OG0020543,
OG0020544,
OG0020545,
OG0020546,Ssid_150415_c0_seq1.p1
OG0020547,Ssid_278220_c0_seq1.p1
OG0020548,
OG0020549,
OG0020550,
OG0020551,
OG0020552,Ssid_200978_c0_seq2.p1
OG0020553,
OG0020554,
OG0020555,
OG0020556,
OG0020557,
OG0020558,Ssid_111077_c0_seq1.p1
OG0020559,
OG0020560,
OG0020561,
OG0020562,
OG0020563,
OG0020564,
OG0020565,
OG0020566,
OG0020567,
OG0020568,
OG0020569,
OG0020570,
OG0020571,
OG0020572,
OG0020573,
OG0020574,
OG0020575,
OG0020576,
OG0020577,Ssid_181127_c0_seq7.p1
OG0020578,
OG0020579,
OG0020580,Ssid_122983_c0_seq1.p1
OG0020581,Ssid_190519_c0_seq1.p1
OG0020582,
OG0020583,
OG0020584,
OG0020585,
OG0020586,
OG0020587,Ssid_74585_c0_seq1.p1
OG0020588,
OG0020589,
OG0020590,Ssid_224184_c0_seq74.p1
OG0020591,Ssid_393549_c0_seq1.p1
OG0020592,
OG0020593,
OG0020594,
OG0020595,
OG0020596,
OG0020597,
OG0020598,
OG0020599,
OG0020600,
OG0020601,Ssid_278831_c0_seq1.p1
OG0020602,
OG0020603,
OG0020604,
OG0020605,Ssid_275302_c0_seq1.p1
OG0020606,
OG0020607,
OG0020608,
OG0020609,
OG0020610,
OG0020611,
OG0020612,
OG0020613,
OG0020614,
OG0020615,
OG0020616,
OG0020617,
OG0020618,
OG0020619,
OG0020620,
OG0020621,Ssid_331716_c0_seq1.p1
OG0020622,
OG0020623,
OG0020624,
OG0020625,
OG0020626,Ssid_288045_c0_seq1.p1
OG0020627,
OG0020628,
OG0020629,
OG0020630,
OG0020631,
OG0020632,
OG0020633,
OG0020634,
OG0020635,Ssid_189952_c0_seq2.p1
OG0020636,Ssid_75894_c0_seq1.p1
OG0020637,
OG0020638,
OG0020639,
OG0020640,Ssid_275677_c0_seq1.p1
OG0020641,
OG0020642,
OG0020643,
OG0020644,
OG0020645,
OG0020646,
OG0020647,
OG0020648,
OG0020649,
OG0020650,
OG0020651,Ssid_280466_c0_seq1.p1
OG0020652,
OG0020653,
OG0020654,
OG0020655,
OG0020656,
OG0020657,Ssid_226017_c0_seq7.p1
OG0020658,
OG0020659,
OG0020660,Ssid_215075_c0_seq1.p1
OG0020661,
OG0020662,
OG0020663,
OG0020664,
OG0020665,Ssid_214242_c0_seq2.p1
OG0020666,Ssid_184606_c0_seq1.p1
OG0020667,
OG0020668,
OG0020669,Ssid_160446_c0_seq6.p1
OG0020670,
OG0020671,
OG0020672,
OG0020673,
OG0020674,
OG0020675,
OG0020676,
OG0020677,
OG0020678,
OG0020679,
OG0020680,
OG0020681,Ssid_114652_c0_seq2.p1
OG0020682,
OG0020683,
OG0020684,
OG0020685,
OG0020686,
OG0020687,
OG0020688,
OG0020689,
OG0020690,
OG0020691,
OG0020692,
OG0020693,
OG0020694,
OG0020695,
OG0020696,
OG0020697,
OG0020698,
OG0020699,
OG0020700,Ssid_227907_c0_seq1.p1
OG0020701,Ssid_212405_c0_seq4.p1
OG0020702,
OG0020703,
OG0020704,
OG0020705,Ssid_164982_c0_seq1.p1
OG0020706,
OG0020707,
OG0020708,
OG0020709,
OG0020710,
OG0020711,Ssid_57690_c0_seq1.p1
OG0020712,
OG0020713,Ssid_318196_c0_seq1.p1
OG0020714,
OG0020715,
OG0020716,
OG0020717,
OG0020718,Ssid_47715_c0_seq1.p1
OG0020719,
OG0020720,
OG0020721,
OG0020722,Ssid_286251_c0_seq1.p1
OG0020723,Ssid_227094_c0_seq8.p1
OG0020724,
OG0020725,
OG0020726,
OG0020727,
OG0020728,
OG0020729,
OG0020730,
OG0020731,
OG0020732,
OG0020733,Ssid_203017_c0_seq1.p1
OG0020734,
OG0020735,
OG0020736,Ssid_163989_c0_seq1.p1
OG0020737,Ssid_184998_c0_seq1.p1
OG0020738,
OG0020739,
OG0020740,Ssid_212418_c0_seq1.p2
OG0020741,
OG0020742,
OG0020743,
OG0020744,
OG0020745,
OG0020746,
OG0020747,
OG0020748,
OG0020749,
OG0020750,
OG0020751,
OG0020752,
OG0020753,
OG0020754,
OG0020755,
OG0020756,
OG0020757,
OG0020758,
OG0020759,
OG0020760,Ssid_225392_c0_seq8.p2
OG0020761,
OG0020762,
OG0020763,
OG0020764,
OG0020765,Ssid_151822_c0_seq1.p1
OG0020766,
OG0020767,
OG0020768,
OG0020769,
OG0020770,
OG0020771,
OG0020772,
OG0020773,Ssid_161032_c0_seq2.p1
OG0020774,
OG0020775,
OG0020776,Ssid_224084_c0_seq2.p1
OG0020777,
OG0020778,
OG0020779,
OG0020780,
OG0020781,
OG0020782,
OG0020783,
OG0020784,
OG0020785,
OG0020786,
OG0020787,
OG0020788,
OG0020789,
OG0020790,
OG0020791,
OG0020792,
OG0020793,
OG0020794,
OG0020795,
OG0020796,
OG0020797,
OG0020798,
OG0020799,
OG0020800,
OG0020801,
OG0020802,Ssid_284890_c0_seq1.p1
OG0020803,Ssid_123546_c0_seq2.p1
OG0020804,Ssid_121702_c0_seq1.p1
OG0020805,Ssid_284623_c0_seq1.p2
OG0020806,Ssid_374636_c0_seq1.p1
OG0020807,
OG0020808,
OG0020809,
OG0020810,Ssid_127142_c0_seq2.p1
OG0020811,Ssid_175122_c0_seq1.p1
OG0020812,
OG0020813,
OG0020814,
OG0020815,
OG0020816,
OG0020817,
OG0020818,
OG0020819,
OG0020820,
OG0020821,
OG0020822,
OG0020823,
OG0020824,
OG0020825,Ssid_238684_c0_seq1.p1
OG0020826,
OG0020827,
OG0020828,
OG0020829,
OG0020830,
OG0020831,
OG0020832,Ssid_120905_c0_seq1.p1
OG0020833,
OG0020834,
OG0020835,
OG0020836,
OG0020837,
OG0020838,
OG0020839,
OG0020840,
OG0020841,
OG0020842,
OG0020843,
OG0020844,
OG0020845,
OG0020846,
OG0020847,
OG0020848,
OG0020849,
OG0020850,
OG0020851,
OG0020852,
OG0020853,
OG0020854,
OG0020855,
OG0020856,Ssid_236769_c0_seq5.p1
OG0020857,
OG0020858,Ssid_256974_c0_seq1.p1
OG0020859,
OG0020860,Ssid_212497_c0_seq1.p1
OG0020861,Ssid_239392_c0_seq1.p1
OG0020862,
OG0020863,Ssid_230422_c0_seq66.p1
OG0020864,Ssid_185617_c0_seq2.p1
OG0020865,
OG0020866,
OG0020867,
OG0020868,
OG0020869,Ssid_124701_c0_seq1.p1
OG0020870,
OG0020871,
OG0020872,
OG0020873,
OG0020874,
OG0020875,
OG0020876,
OG0020877,
OG0020878,
OG0020879,
OG0020880,
OG0020881,Ssid_277442_c0_seq1.p1
OG0020882,Ssid_203192_c0_seq2.p2
OG0020883,
OG0020884,
OG0020885,
OG0020886,Ssid_263608_c0_seq1.p1
OG0020887,
OG0020888,
OG0020889,
OG0020890,
OG0020891,Ssid_348480_c0_seq1.p1
OG0020892,
OG0020893,
OG0020894,
OG0020895,Ssid_291870_c0_seq1.p1
OG0020896,
OG0020897,
OG0020898,
OG0020899,
OG0020900,
OG0020901,
OG0020902,
OG0020903,
OG0020904,
OG0020905,
OG0020906,
OG0020907,
OG0020908,
OG0020909,
OG0020910,Ssid_113257_c0_seq1.p1
OG0020911,
OG0020912,
OG0020913,
OG0020914,
OG0020915,
OG0020916,
OG0020917,
OG0020918,
OG0020919,
OG0020920,
OG0020921,
OG0020922,Ssid_275043_c0_seq1.p1
OG0020923,
OG0020924,
OG0020925,Ssid_240492_c0_seq5.p1
OG0020926,
OG0020927,Ssid_84249_c0_seq1.p1
OG0020928,
OG0020929,Ssid_178667_c0_seq2.p1
OG0020930,
OG0020931,Ssid_198987_c0_seq1.p1
OG0020932,
OG0020933,
OG0020934,
OG0020935,
OG0020936,Ssid_236986_c0_seq1.p1
OG0020937,
OG0020938,
OG0020939,
OG0020940,
OG0020941,Ssid_133740_c0_seq3.p1
OG0020942,Ssid_42947_c0_seq1.p1
OG0020943,
OG0020944,
OG0020945,
OG0020946,
OG0020947,
OG0020948,
OG0020949,
OG0020950,Ssid_279440_c0_seq1.p1
OG0020951,
OG0020952,
OG0020953,
OG0020954,
OG0020955,
OG0020956,
OG0020957,
OG0020958,
OG0020959,Ssid_153960_c0_seq2.p1
OG0020960,
OG0020961,
OG0020962,
OG0020963,Ssid_197479_c0_seq2.p1
OG0020964,
OG0020965,
OG0020966,
OG0020967,
OG0020968,
OG0020969,Ssid_212531_c0_seq2.p1
OG0020970,
OG0020971,
OG0020972,Ssid_253256_c0_seq12.p2
OG0020973,
OG0020974,Ssid_520_c0_seq2.p1
OG0020975,Ssid_217153_c1_seq1.p1
OG0020976,
OG0020977,
OG0020978,
OG0020979,
OG0020980,
OG0020981,Ssid_53366_c0_seq1.p1
OG0020982,
OG0020983,
OG0020984,
OG0020985,
OG0020986,Ssid_60267_c0_seq1.p1
OG0020987,
OG0020988,
OG0020989,
OG0020990,
OG0020991,
OG0020992,
OG0020993,
OG0020994,
OG0020995,
OG0020996,
OG0020997,Ssid_257871_c0_seq1.p2
OG0020998,
OG0020999,
OG0021000,
OG0021001,
OG0021002,Ssid_61291_c0_seq1.p1
OG0021003,
OG0021004,
OG0021005,Ssid_237502_c1_seq44.p2
OG0021006,Ssid_222045_c0_seq1.p1
OG0021007,
OG0021008,
OG0021009,
OG0021010,
OG0021011,
OG0021012,
OG0021013,
OG0021014,
OG0021015,
OG0021016,
OG0021017,
OG0021018,
OG0021019,
OG0021020,
OG0021021,
