Orthogroup,Ofav_contig
OG0015847,
OG0015848,
OG0015849,
OG0015850,
OG0015851,
OG0015852,
OG0015853,
OG0015854,
OG0015855,
OG0015856,
OG0015857,
OG0015858,
OG0015859,
OG0015860,
OG0015861,
OG0015862,
OG0015863,
OG0015864,
OG0015865,
OG0015866,
OG0015867,
OG0015868,
OG0015869,
OG0015870,
OG0015871,
OG0015872,
OG0015873,
OG0015874,
OG0015875,
OG0015876,
OG0015877,
OG0015878,
OG0015879,
OG0015880,
OG0015881,
OG0015882,
OG0015883,
OG0015884,
OG0015885,
OG0015886,
OG0015887,
OG0015888,
OG0015889,
OG0015890,XP_020622322.1
OG0015891,
OG0015892,
OG0015893,
OG0015894,XP_020607870.1
OG0015895,
OG0015896,
OG0015897,
OG0015898,
OG0015899,
OG0015900,
OG0015901,
OG0015902,
OG0015903,
OG0015904,
OG0015905,XP_020621759.1
OG0015906,
OG0015907,
OG0015908,
OG0015909,
OG0015910,
OG0015911,
OG0015912,
OG0015913,
OG0015914,
OG0015915,
OG0015916,
OG0015917,
OG0015918,
OG0015919,
OG0015920,
OG0015921,
OG0015922,
OG0015923,
OG0015924,
OG0015925,
OG0015926,
OG0015927,
OG0015928,
OG0015929,
OG0015930,
OG0015931,
OG0015932,
OG0015933,
OG0015934,
OG0015935,
OG0015936,
OG0015937,
OG0015938,
OG0015939,
OG0015940,
OG0015941,
OG0015942,
OG0015943,
OG0015944,
OG0015945,
OG0015946,XP_020619523.1
OG0015947,
OG0015948,
OG0015949,XP_020626110.1
OG0015950,
OG0015951,
OG0015952,
OG0015953,XP_020622216.1
OG0015954,
OG0015955,
OG0015956,
OG0015957,
OG0015958,
OG0015959,
OG0015960,
OG0015961,
OG0015962,
OG0015963,
OG0015964,
OG0015965,
OG0015966,
OG0015967,
OG0015968,
OG0015969,
OG0015970,
OG0015971,
OG0015972,
OG0015973,
OG0015974,
OG0015975,
OG0015976,
OG0015977,
OG0015978,
OG0015979,
OG0015980,
OG0015981,
OG0015982,
OG0015983,
OG0015984,XP_020618772.1
OG0015985,XP_020630340.1
OG0015986,
OG0015987,
OG0015988,"XP_020614001.1, XP_020622809.1"
OG0015989,
OG0015990,
OG0015991,
OG0015992,
OG0015993,
OG0015994,
OG0015995,
OG0015996,
OG0015997,
OG0015998,
OG0015999,
OG0016000,
OG0016001,
OG0016002,
OG0016003,
OG0016004,
OG0016005,
OG0016006,
OG0016007,
OG0016008,
OG0016009,
OG0016010,
OG0016011,
OG0016012,
OG0016013,
OG0016014,
OG0016015,
OG0016016,XP_020619527.1
OG0016017,
OG0016018,XP_020632549.1
OG0016019,
OG0016020,
OG0016021,
OG0016022,
OG0016023,
OG0016024,
OG0016025,
OG0016026,
OG0016027,XP_020611570.1
OG0016028,XP_020612432.1
OG0016029,
OG0016030,
OG0016031,
OG0016032,
OG0016033,
OG0016034,
OG0016035,
OG0016036,
OG0016037,
OG0016038,
OG0016039,
OG0016040,
OG0016041,
OG0016042,
OG0016043,
OG0016044,XP_020631960.1
OG0016045,
OG0016046,
OG0016047,
OG0016048,
OG0016049,
OG0016050,
OG0016051,
OG0016052,
OG0016053,
OG0016054,
OG0016055,
OG0016056,
OG0016057,
OG0016058,
OG0016059,
OG0016060,
OG0016061,
OG0016062,
OG0016063,
OG0016064,
OG0016065,
OG0016066,
OG0016067,
OG0016068,
OG0016069,
OG0016070,
OG0016071,
OG0016072,
OG0016073,
OG0016074,
OG0016075,
OG0016076,
OG0016077,
OG0016078,
OG0016079,
OG0016080,
OG0016081,
OG0016082,
OG0016083,
OG0016084,
OG0016085,
OG0016086,
OG0016087,
OG0016088,
OG0016089,
OG0016090,
OG0016091,
OG0016092,
OG0016093,
OG0016094,
OG0016095,
OG0016096,
OG0016097,
OG0016098,
OG0016099,
OG0016100,
OG0016101,
OG0016102,
OG0016103,
OG0016104,
OG0016105,
OG0016106,
OG0016107,
OG0016108,
OG0016109,
OG0016110,
OG0016111,
OG0016112,
OG0016113,
OG0016114,
OG0016115,
OG0016116,
OG0016117,
OG0016118,
OG0016119,
OG0016120,
OG0016121,
OG0016122,
OG0016123,
OG0016124,
OG0016125,
OG0016126,
OG0016127,
OG0016128,
OG0016129,
OG0016130,
OG0016131,
OG0016132,
OG0016133,"XP_020600636.1, XP_020600679.1"
OG0016134,
OG0016135,
OG0016136,
OG0016137,XP_020623450.1
OG0016138,
OG0016139,
OG0016140,
OG0016141,XP_020611490.1
OG0016142,
OG0016143,
OG0016144,
OG0016145,
OG0016146,
OG0016147,
OG0016148,XP_020616308.1
OG0016149,
OG0016150,
OG0016151,
OG0016152,
OG0016153,
OG0016154,XP_020631657.1
OG0016155,
OG0016156,
OG0016157,
OG0016158,
OG0016159,
OG0016160,
OG0016161,
OG0016162,
OG0016163,
OG0016164,
OG0016165,
OG0016166,
OG0016167,
OG0016168,
OG0016169,
OG0016170,
OG0016171,
OG0016172,XP_020616430.1
OG0016173,
OG0016174,
OG0016175,
OG0016176,
OG0016177,
OG0016178,
OG0016179,
OG0016180,
OG0016181,
OG0016182,
OG0016183,
OG0016184,
OG0016185,
OG0016186,
OG0016187,
OG0016188,
OG0016189,
OG0016190,
OG0016191,
OG0016192,
OG0016193,
OG0016194,
OG0016195,
OG0016196,
OG0016197,
OG0016198,
OG0016199,
OG0016200,
OG0016201,
OG0016202,
OG0016203,
OG0016204,
OG0016205,
OG0016206,
OG0016207,
OG0016208,
OG0016209,
OG0016210,
OG0016211,"XP_020607112.1, XP_020627537.1"
OG0016212,
OG0016213,
OG0016214,
OG0016215,
OG0016216,
OG0016217,
OG0016218,
OG0016219,
OG0016220,
OG0016221,
OG0016222,
OG0016223,XP_020621274.1
OG0016224,
OG0016225,
OG0016226,
OG0016227,
OG0016228,
OG0016229,
OG0016230,
OG0016231,XP_020612883.1
OG0016232,
OG0016233,
OG0016234,
OG0016235,
OG0016236,
OG0016237,
OG0016238,
OG0016239,
OG0016240,XP_020617874.1
OG0016241,
OG0016242,
OG0016243,
OG0016244,
OG0016245,
OG0016246,
OG0016247,
OG0016248,
OG0016249,
OG0016250,
OG0016251,
OG0016252,
OG0016253,
OG0016254,
OG0016255,
OG0016256,
OG0016257,
OG0016258,
OG0016259,XP_020610292.1
OG0016260,
OG0016261,
OG0016262,
OG0016263,
OG0016264,
OG0016265,
OG0016266,
OG0016267,XP_020625428.1
OG0016268,
OG0016269,
OG0016270,
OG0016271,
OG0016272,
OG0016273,
OG0016274,XP_020631971.1
OG0016275,
OG0016276,
OG0016277,
OG0016278,XP_020626866.1
OG0016279,
OG0016280,
OG0016281,
OG0016282,
OG0016283,
OG0016284,
OG0016285,
OG0016286,
OG0016287,
OG0016288,
OG0016289,
OG0016290,XP_020602566.1
OG0016291,
OG0016292,
OG0016293,XP_020615307.1
OG0016294,
OG0016295,
OG0016296,
OG0016297,
OG0016298,
OG0016299,
OG0016300,
OG0016301,
OG0016302,
OG0016303,
OG0016304,
OG0016305,
OG0016306,
OG0016307,
OG0016308,
OG0016309,
OG0016310,"XP_020621815.1, XP_020628902.1"
OG0016311,
OG0016312,
OG0016313,
OG0016314,
OG0016315,
OG0016316,
OG0016317,XP_020608930.1
OG0016318,
OG0016319,
OG0016320,
OG0016321,
OG0016322,
OG0016323,
OG0016324,
OG0016325,
OG0016326,
OG0016327,
OG0016328,
OG0016329,
OG0016330,
OG0016331,
OG0016332,
OG0016333,
OG0016334,XP_020611122.1
OG0016335,
OG0016336,
OG0016337,
OG0016338,
OG0016339,
OG0016340,
OG0016341,
OG0016342,
OG0016343,
OG0016344,
OG0016345,
OG0016346,
OG0016347,
OG0016348,XP_020616345.1
OG0016349,
OG0016350,
OG0016351,
OG0016352,
OG0016353,
OG0016354,
OG0016355,
OG0016356,
OG0016357,
OG0016358,
OG0016359,
OG0016360,
OG0016361,
OG0016362,
OG0016363,
OG0016364,
OG0016365,XP_020616229.1
OG0016366,
OG0016367,
OG0016368,XP_020601915.1
OG0016369,
OG0016370,
OG0016371,XP_020621380.1
OG0016372,
OG0016373,
OG0016374,
OG0016375,
OG0016376,
OG0016377,
OG0016378,
OG0016379,
OG0016380,
OG0016381,
OG0016382,XP_020613008.1
OG0016383,
OG0016384,
OG0016385,
OG0016386,
OG0016387,
OG0016388,
OG0016389,
OG0016390,
OG0016391,
OG0016392,
OG0016393,
OG0016394,
OG0016395,
OG0016396,
OG0016397,
OG0016398,
OG0016399,
OG0016400,
OG0016401,
OG0016402,
OG0016403,
OG0016404,
OG0016405,XP_020630110.1
OG0016406,
OG0016407,
OG0016408,
OG0016409,
OG0016410,XP_020609921.1
OG0016411,
OG0016412,
OG0016413,
OG0016414,
OG0016415,
OG0016416,
OG0016417,
OG0016418,
OG0016419,
OG0016420,
OG0016421,
OG0016422,XP_020632458.1
OG0016423,
OG0016424,
OG0016425,
OG0016426,
OG0016427,
OG0016428,
OG0016429,
OG0016430,
OG0016431,
OG0016432,
OG0016433,
OG0016434,
OG0016435,
OG0016436,XP_020614555.1
OG0016437,
OG0016438,
OG0016439,
OG0016440,
OG0016441,
OG0016442,
OG0016443,
OG0016444,
OG0016445,
OG0016446,
OG0016447,
OG0016448,XP_020603206.1
OG0016449,
OG0016450,
OG0016451,XP_020623398.1
OG0016452,
OG0016453,
OG0016454,
OG0016455,
OG0016456,XP_020615836.1
OG0016457,
OG0016458,
OG0016459,XP_020606695.1
OG0016460,
OG0016461,
OG0016462,
OG0016463,
OG0016464,
OG0016465,
OG0016466,
OG0016467,
OG0016468,
OG0016469,
OG0016470,
OG0016471,
OG0016472,
OG0016473,
OG0016474,
OG0016475,
OG0016476,
OG0016477,
OG0016478,
OG0016479,
OG0016480,
OG0016481,
OG0016482,
OG0016483,
OG0016484,
OG0016485,
OG0016486,
OG0016487,
OG0016488,
OG0016489,
OG0016490,
OG0016491,
OG0016492,
OG0016493,
OG0016494,
OG0016495,
OG0016496,
OG0016497,
OG0016498,
OG0016499,
OG0016500,
OG0016501,
OG0016502,
OG0016503,
OG0016504,
OG0016505,XP_020626229.1
OG0016506,
OG0016507,
OG0016508,XP_020602398.1
OG0016509,
OG0016510,
OG0016511,
OG0016512,
OG0016513,
OG0016514,
OG0016515,
OG0016516,
OG0016517,
OG0016518,
OG0016519,
OG0016520,
OG0016521,
OG0016522,
OG0016523,
OG0016524,
OG0016525,
OG0016526,
OG0016527,
OG0016528,XP_020608427.1
OG0016529,
OG0016530,
OG0016531,XP_020631589.1
OG0016532,XP_020611593.1
OG0016533,
OG0016534,XP_020608364.1
OG0016535,
OG0016536,
OG0016537,
OG0016538,
OG0016539,XP_020602119.1
OG0016540,
OG0016541,
OG0016542,XP_020606961.1
OG0016543,XP_020616288.1
OG0016544,
OG0016545,
OG0016546,
OG0016547,
OG0016548,
OG0016549,XP_020603705.1
OG0016550,
OG0016551,
OG0016552,
OG0016553,
OG0016554,
OG0016555,
OG0016556,
OG0016557,
OG0016558,
OG0016559,
OG0016560,
OG0016561,
OG0016562,
OG0016563,
OG0016564,
OG0016565,XP_020623922.1
OG0016566,
OG0016567,
OG0016568,
OG0016569,
OG0016570,
OG0016571,
OG0016572,
OG0016573,
OG0016574,
OG0016575,
OG0016576,
OG0016577,
OG0016578,
OG0016579,
OG0016580,
OG0016581,
OG0016582,
OG0016583,
OG0016584,XP_020623401.1
OG0016585,
OG0016586,
OG0016587,
OG0016588,
OG0016589,
OG0016590,
OG0016591,
OG0016592,XP_020613027.1
OG0016593,
OG0016594,
OG0016595,
OG0016596,
OG0016597,
OG0016598,
OG0016599,
OG0016600,
OG0016601,
OG0016602,
OG0016603,
OG0016604,
OG0016605,
OG0016606,
OG0016607,
OG0016608,
OG0016609,
OG0016610,
OG0016611,
OG0016612,
OG0016613,
OG0016614,
OG0016615,
OG0016616,
OG0016617,XP_020612812.1
OG0016618,
OG0016619,
OG0016620,
OG0016621,
OG0016622,
OG0016623,
OG0016624,
OG0016625,
OG0016626,
OG0016627,
OG0016628,
OG0016629,
OG0016630,
OG0016631,
OG0016632,
OG0016633,
OG0016634,
OG0016635,
OG0016636,
OG0016637,
OG0016638,XP_020619192.1
OG0016639,
OG0016640,
OG0016641,
OG0016642,
OG0016643,
OG0016644,
OG0016645,
OG0016646,
OG0016647,XP_020614631.1
OG0016648,"XP_020630181.1, XP_020630192.1"
OG0016649,XP_020630997.1
OG0016650,
OG0016651,
OG0016652,
OG0016653,
OG0016654,
OG0016655,
OG0016656,
OG0016657,
OG0016658,
OG0016659,
OG0016660,
OG0016661,
OG0016662,
OG0016663,
OG0016664,
OG0016665,
OG0016666,
OG0016667,
OG0016668,XP_020606450.1
OG0016669,
OG0016670,
OG0016671,
OG0016672,
OG0016673,XP_020625368.1
OG0016674,
OG0016675,XP_020623081.1
OG0016676,
OG0016677,
OG0016678,
OG0016679,
OG0016680,
OG0016681,
OG0016682,
OG0016683,
OG0016684,XP_020608210.1
OG0016685,
OG0016686,
OG0016687,
OG0016688,
OG0016689,
OG0016690,
OG0016691,
OG0016692,
OG0016693,
OG0016694,
OG0016695,
OG0016696,
OG0016697,XP_020603252.1
OG0016698,
OG0016699,
OG0016700,
OG0016701,
OG0016702,
OG0016703,
OG0016704,XP_020601272.1
OG0016705,
OG0016706,
OG0016707,
OG0016708,
OG0016709,
OG0016710,
OG0016711,
OG0016712,
OG0016713,
OG0016714,"XP_020603730.1, XP_020614259.1"
OG0016715,
OG0016716,
OG0016717,
OG0016718,
OG0016719,
OG0016720,
OG0016721,
OG0016722,
OG0016723,XP_020617680.1
OG0016724,
OG0016725,
OG0016726,XP_020622274.1
OG0016727,
OG0016728,
OG0016729,
OG0016730,
OG0016731,
OG0016732,XP_020618112.1
OG0016733,
OG0016734,
OG0016735,
OG0016736,
OG0016737,XP_020621096.1
OG0016738,
OG0016739,
OG0016740,XP_020614246.1
OG0016741,
OG0016742,
OG0016743,
OG0016744,
OG0016745,
OG0016746,
OG0016747,
OG0016748,
OG0016749,
OG0016750,
OG0016751,
OG0016752,
OG0016753,
OG0016754,
OG0016755,
OG0016756,XP_020625692.1
OG0016757,
OG0016758,
OG0016759,XP_020603815.1
OG0016760,
OG0016761,XP_020626499.1
OG0016762,
OG0016763,
OG0016764,
OG0016765,
OG0016766,
OG0016767,
OG0016768,
OG0016769,
OG0016770,
OG0016771,
OG0016772,XP_020629573.1
OG0016773,
OG0016774,
OG0016775,
OG0016776,
OG0016777,XP_020630549.1
OG0016778,XP_020630551.1
OG0016779,XP_020624331.1
OG0016780,
OG0016781,
OG0016782,XP_020600745.1
OG0016783,
OG0016784,
OG0016785,
OG0016786,
OG0016787,
OG0016788,
OG0016789,XP_020605793.1
OG0016790,
OG0016791,
OG0016792,
OG0016793,XP_020616284.1
OG0016794,
OG0016795,
OG0016796,
OG0016797,
OG0016798,XP_020619946.1
OG0016799,XP_020616121.1
OG0016800,
OG0016801,
OG0016802,
OG0016803,
OG0016804,
OG0016805,
OG0016806,XP_020632281.1
OG0016807,XP_020613456.1
OG0016808,
OG0016809,
OG0016810,
OG0016811,"XP_020613558.1, XP_020613566.1"
OG0016812,
OG0016813,
OG0016814,XP_020630658.1
OG0016815,
OG0016816,
OG0016817,
OG0016818,
OG0016819,
OG0016820,
OG0016821,
OG0016822,
OG0016823,XP_020631529.1
OG0016824,
OG0016825,
OG0016826,
OG0016827,
OG0016828,
OG0016829,
OG0016830,
OG0016831,XP_020618708.1
OG0016832,
OG0016833,
OG0016834,
OG0016835,XP_020626728.1
OG0016836,
OG0016837,
OG0016838,
OG0016839,
OG0016840,
OG0016841,
OG0016842,XP_020618225.1
OG0016843,
OG0016844,
OG0016845,XP_020604377.1
OG0016846,
OG0016847,
OG0016848,
OG0016849,
OG0016850,
OG0016851,
OG0016852,
OG0016853,
OG0016854,
OG0016855,
OG0016856,
OG0016857,
OG0016858,
OG0016859,
OG0016860,
OG0016861,
OG0016862,"XP_020614306.1, XP_020614313.1"
OG0016863,XP_020603283.1
OG0016864,
OG0016865,
OG0016866,XP_020631582.1
OG0016867,XP_020606317.1
OG0016868,XP_020624855.1
OG0016869,XP_020603191.1
OG0016870,
OG0016871,
OG0016872,
OG0016873,
OG0016874,
OG0016875,
OG0016876,
OG0016877,
OG0016878,
OG0016879,
OG0016880,
OG0016881,
OG0016882,XP_020607501.1
OG0016883,
OG0016884,
OG0016885,
OG0016886,
OG0016887,
OG0016888,
OG0016889,
OG0016890,
OG0016891,
OG0016892,
OG0016893,XP_020603726.1
OG0016894,
OG0016895,XP_020628848.1
OG0016896,
OG0016897,
OG0016898,
OG0016899,
OG0016900,
OG0016901,
OG0016902,
OG0016903,XP_020628460.1
OG0016904,
OG0016905,
OG0016906,
OG0016907,
OG0016908,
OG0016909,
OG0016910,
OG0016911,
OG0016912,
OG0016913,
OG0016914,
OG0016915,
OG0016916,
OG0016917,
OG0016918,
OG0016919,
OG0016920,
OG0016921,XP_020629342.1
OG0016922,
OG0016923,
OG0016924,
OG0016925,
OG0016926,
OG0016927,
OG0016928,
OG0016929,
OG0016930,
OG0016931,
OG0016932,
OG0016933,
OG0016934,
OG0016935,
OG0016936,
OG0016937,XP_020625657.1
OG0016938,
OG0016939,
OG0016940,
OG0016941,
OG0016942,
OG0016943,
OG0016944,
OG0016945,
OG0016946,
OG0016947,XP_020619614.1
OG0016948,
OG0016949,XP_020631415.1
OG0016950,
OG0016951,XP_020615050.1
OG0016952,
OG0016953,
OG0016954,
OG0016955,
OG0016956,
OG0016957,
OG0016958,
OG0016959,
OG0016960,
OG0016961,
OG0016962,
OG0016963,
OG0016964,
OG0016965,
OG0016966,
OG0016967,
OG0016968,XP_020606444.1
OG0016969,
OG0016970,
OG0016971,
OG0016972,
OG0016973,
OG0016974,
OG0016975,
OG0016976,
OG0016977,
OG0016978,
OG0016979,
OG0016980,
OG0016981,
OG0016982,
OG0016983,
OG0016984,
OG0016985,
OG0016986,
OG0016987,
OG0016988,XP_020625123.1
OG0016989,
OG0016990,
OG0016991,
OG0016992,
OG0016993,
OG0016994,
OG0016995,XP_020627499.1
OG0016996,
OG0016997,XP_020609682.1
OG0016998,
OG0016999,
OG0017000,
OG0017001,
OG0017002,
OG0017003,XP_020632216.1
OG0017004,
OG0017005,XP_020623100.1
OG0017006,
OG0017007,
OG0017008,
OG0017009,
OG0017010,XP_020605979.1
OG0017011,
OG0017012,
OG0017013,
OG0017014,
OG0017015,
OG0017016,
OG0017017,
OG0017018,XP_020622835.1
OG0017019,
OG0017020,
OG0017021,
OG0017022,
OG0017023,
OG0017024,
OG0017025,
OG0017026,XP_020626319.1
OG0017027,
OG0017028,
OG0017029,
OG0017030,
OG0017031,
OG0017032,
OG0017033,
OG0017034,
OG0017035,
OG0017036,
OG0017037,
OG0017038,
OG0017039,
OG0017040,
OG0017041,
OG0017042,
OG0017043,
OG0017044,
OG0017045,
OG0017046,
OG0017047,
OG0017048,
OG0017049,
OG0017050,XP_020615701.1
OG0017051,
OG0017052,
OG0017053,
OG0017054,
OG0017055,XP_020616513.1
OG0017056,
OG0017057,
OG0017058,
OG0017059,XP_020629730.1
OG0017060,
OG0017061,
OG0017062,
OG0017063,
OG0017064,
OG0017065,
OG0017066,
OG0017067,
OG0017068,
OG0017069,
OG0017070,XP_020630253.1
OG0017071,
OG0017072,
OG0017073,
OG0017074,
OG0017075,
OG0017076,
OG0017077,
OG0017078,
OG0017079,
OG0017080,
OG0017081,XP_020619005.1
OG0017082,XP_020620598.1
OG0017083,
OG0017084,
OG0017085,XP_020618217.1
OG0017086,
OG0017087,XP_020617965.1
OG0017088,
OG0017089,
OG0017090,XP_020620134.1
OG0017091,XP_020619369.1
OG0017092,
OG0017093,XP_020631815.1
OG0017094,
OG0017095,
OG0017096,
OG0017097,XP_020624055.1
OG0017098,"XP_020620994.1, XP_020624556.1"
OG0017099,
OG0017100,
OG0017101,
OG0017102,
OG0017103,XP_020627557.1
OG0017104,
OG0017105,XP_020602934.1
OG0017106,
OG0017107,
OG0017108,
OG0017109,
OG0017110,
OG0017111,
OG0017112,XP_020619937.1
OG0017113,
OG0017114,XP_020604445.1
OG0017115,
OG0017116,"XP_020601596.1, XP_020604985.1"
OG0017117,XP_020600929.1
OG0017118,
OG0017119,XP_020613328.1
OG0017120,
OG0017121,
OG0017122,
OG0017123,
OG0017124,
OG0017125,
OG0017126,
OG0017127,
OG0017128,
OG0017129,
OG0017130,XP_020613232.1
OG0017131,
OG0017132,
OG0017133,
OG0017134,
OG0017135,XP_020619102.1
OG0017136,
OG0017137,
OG0017138,
OG0017139,
OG0017140,
OG0017141,
OG0017142,
OG0017143,XP_020602510.1
OG0017144,
OG0017145,XP_020600730.1
OG0017146,
OG0017147,
OG0017148,
OG0017149,
OG0017150,XP_020601311.1
OG0017151,
OG0017152,XP_020626645.1
OG0017153,
OG0017154,XP_020630063.1
OG0017155,
OG0017156,
OG0017157,
OG0017158,XP_020621278.1
OG0017159,
OG0017160,
OG0017161,XP_020613398.1
OG0017162,
OG0017163,
OG0017164,
OG0017165,XP_020613029.1
OG0017166,
OG0017167,
OG0017168,XP_020621502.1
OG0017169,
OG0017170,
OG0017171,
OG0017172,XP_020618034.1
OG0017173,
OG0017174,
OG0017175,
OG0017176,XP_020629306.1
OG0017177,
OG0017178,XP_020612745.1
OG0017179,
OG0017180,
OG0017181,
OG0017182,
OG0017183,XP_020630061.1
OG0017184,XP_020625696.1
OG0017185,XP_020625818.1
OG0017186,
OG0017187,
OG0017188,
OG0017189,
OG0017190,XP_020601300.1
OG0017191,XP_020603825.1
OG0017192,XP_020615217.1
OG0017193,XP_020615004.1
OG0017194,
OG0017195,
OG0017196,
OG0017197,
OG0017198,XP_020630020.1
OG0017199,
OG0017200,
OG0017201,
OG0017202,
OG0017203,
OG0017204,XP_020604170.1
OG0017205,
OG0017206,XP_020629618.1
OG0017207,
OG0017208,
OG0017209,
OG0017210,
OG0017211,
OG0017212,
OG0017213,
OG0017214,XP_020628108.1
OG0017215,
OG0017216,
OG0017217,
OG0017218,XP_020614719.1
OG0017219,
OG0017220,XP_020606241.1
OG0017221,XP_020623808.1
OG0017222,XP_020631042.1
OG0017223,
OG0017224,
OG0017225,
OG0017226,
OG0017227,
OG0017228,XP_020624425.1
OG0017229,
OG0017230,
OG0017231,
OG0017232,XP_020602993.1
OG0017233,
OG0017234,
OG0017235,
OG0017236,
OG0017237,
OG0017238,
OG0017239,
OG0017240,
OG0017241,
OG0017242,
OG0017243,
OG0017244,
OG0017245,
OG0017246,
OG0017247,
OG0017248,
OG0017249,
OG0017250,
OG0017251,
OG0017252,
OG0017253,
OG0017254,XP_020622924.1
OG0017255,
OG0017256,
OG0017257,
OG0017258,
OG0017259,
OG0017260,
OG0017261,
OG0017262,
OG0017263,
OG0017264,XP_020602384.1
OG0017265,XP_020612002.1
OG0017266,
OG0017267,XP_020613074.1
OG0017268,
OG0017269,
OG0017270,XP_020624280.1
OG0017271,
OG0017272,
OG0017273,
OG0017274,
OG0017275,XP_020606739.1
OG0017276,
OG0017277,XP_020631040.1
OG0017278,
OG0017279,XP_020614353.1
OG0017280,
OG0017281,
OG0017282,XP_020624368.1
OG0017283,
OG0017284,XP_020613462.1
OG0017285,
OG0017286,XP_020606909.1
OG0017287,
OG0017288,XP_020619849.1
OG0017289,
OG0017290,
OG0017291,
OG0017292,
OG0017293,
OG0017294,XP_020605351.1
OG0017295,
OG0017296,XP_020625108.1
OG0017297,
OG0017298,
OG0017299,
OG0017300,XP_020625019.1
OG0017301,XP_020631845.1
OG0017302,
OG0017303,
OG0017304,XP_020618193.1
OG0017305,XP_020600543.1
OG0017306,
OG0017307,
OG0017308,
OG0017309,
OG0017310,
OG0017311,XP_020611452.1
OG0017312,
OG0017313,
OG0017314,XP_020616378.1
OG0017315,
OG0017316,XP_020628890.1
OG0017317,
OG0017318,XP_020626393.1
OG0017319,
OG0017320,XP_020629493.1
OG0017321,"XP_020618081.1, XP_020618082.1"
OG0017322,
OG0017323,
OG0017324,XP_020623688.1
OG0017325,XP_020616015.1
OG0017326,XP_020607828.1
OG0017327,
OG0017328,
OG0017329,
OG0017330,XP_020604704.1
OG0017331,
OG0017332,
OG0017333,XP_020616217.1
OG0017334,"XP_020619694.1, XP_020621729.1"
OG0017335,XP_020616077.1
OG0017336,XP_020624117.1
OG0017337,
OG0017338,"XP_020628389.1, XP_020628413.1"
OG0017339,XP_020620518.1
OG0017340,
OG0017341,
OG0017342,XP_020602473.1
OG0017343,
OG0017344,XP_020626061.1
OG0017345,
OG0017346,
OG0017347,
OG0017348,
OG0017349,
OG0017350,
OG0017351,
OG0017352,
OG0017353,XP_020604415.1
OG0017354,
OG0017355,
OG0017356,XP_020605246.1
OG0017357,"XP_020626358.1, XP_020626359.1"
OG0017358,XP_020607157.1
OG0017359,
OG0017360,
OG0017361,
OG0017362,
OG0017363,
OG0017364,
OG0017365,
OG0017366,
OG0017367,
OG0017368,XP_020614634.1
OG0017369,
OG0017370,
OG0017371,
OG0017372,
OG0017373,
OG0017374,XP_020623086.1
OG0017375,
OG0017376,
OG0017377,
OG0017378,XP_020606330.1
OG0017379,
OG0017380,XP_020616516.1
OG0017381,XP_020619040.1
OG0017382,XP_020605297.1
OG0017383,
OG0017384,
OG0017385,
OG0017386,
OG0017387,XP_020624419.1
OG0017388,
OG0017389,XP_020603341.1
OG0017390,XP_020600971.1
OG0017391,
OG0017392,
OG0017393,
OG0017394,
OG0017395,
OG0017396,
OG0017397,
OG0017398,XP_020610270.1
OG0017399,
OG0017400,XP_020605228.1
OG0017401,XP_020625073.1
OG0017402,XP_020623881.1
OG0017403,
OG0017404,
OG0017405,
OG0017406,XP_020610052.1
OG0017407,XP_020608441.1
OG0017408,
OG0017409,
OG0017410,"XP_020601470.1, XP_020601471.1"
OG0017411,XP_020625903.1
OG0017412,XP_020611571.1
OG0017413,XP_020617500.1
OG0017414,XP_020626363.1
OG0017415,
OG0017416,XP_020604487.1
OG0017417,
OG0017418,
OG0017419,XP_020612749.1
OG0017420,
OG0017421,XP_020608039.1
OG0017422,XP_020616855.1
OG0017423,
OG0017424,
OG0017425,
OG0017426,"XP_020619986.1, XP_020625392.1"
OG0017427,XP_020628105.1
OG0017428,
OG0017429,XP_020618860.1
OG0017430,
OG0017431,
OG0017432,
OG0017433,
OG0017434,
OG0017435,XP_020619306.1
OG0017436,
OG0017437,XP_020623892.1
OG0017438,XP_020622339.1
OG0017439,
OG0017440,XP_020623618.1
OG0017441,XP_020606126.1
OG0017442,
OG0017443,XP_020604479.1
OG0017444,
OG0017445,
OG0017446,
OG0017447,
OG0017448,"XP_020605879.1, XP_020608618.1"
OG0017449,XP_020628141.1
OG0017450,XP_020602201.1
OG0017451,
OG0017452,XP_020618020.1
OG0017453,XP_020611108.1
OG0017454,XP_020610758.1
OG0017455,
OG0017456,
OG0017457,XP_020600909.1
OG0017458,
OG0017459,
OG0017460,XP_020618008.1
OG0017461,
OG0017462,XP_020610810.1
OG0017463,
OG0017464,XP_020612610.1
OG0017465,XP_020612093.1
OG0017466,XP_020621976.1
OG0017467,XP_020625176.1
OG0017468,
OG0017469,XP_020601396.1
OG0017470,
OG0017471,"XP_020601895.1, XP_020601896.1"
OG0017472,
OG0017473,XP_020603955.1
OG0017474,
OG0017475,
OG0017476,
OG0017477,
OG0017478,
OG0017479,
OG0017480,XP_020615581.1
OG0017481,
OG0017482,XP_020609467.1
OG0017483,
OG0017484,
OG0017485,
OG0017486,XP_020623684.1
OG0017487,XP_020623534.1
OG0017488,XP_020625136.1
OG0017489,
OG0017490,
OG0017491,
OG0017492,
OG0017493,XP_020600765.1
OG0017494,XP_020607005.1
OG0017495,
OG0017496,
OG0017497,XP_020632313.1
OG0017498,XP_020629966.1
OG0017499,
OG0017500,XP_020607709.1
OG0017501,
OG0017502,XP_020622910.1
OG0017503,
