Orthogroup,Mcav_No_isos
OG0023262,
OG0023263,Mcav_41557_c10_g1_i2.p1
OG0023264,
OG0023265,
OG0023266,
OG0023267,
OG0023268,
OG0023269,
OG0023270,
OG0023271,
OG0023272,Mcav_61048_c43_g4_i1.p1
OG0023273,Mcav_26893_c1_g1_i1.p1
OG0023274,
OG0023275,Mcav_17639_c1_g1_i1.p1
OG0023276,
OG0023277,
OG0023278,
OG0023279,
OG0023280,
OG0023281,
OG0023282,
OG0023283,
OG0023284,
OG0023285,
OG0023286,
OG0023287,
OG0023288,Mcav_40093_c1_g2_i2.p1
OG0023289,
OG0023290,
OG0023291,
OG0023292,Mcav_41510_c0_g1_i1.p1
OG0023293,Mcav_35498_c33_g1_i1.p1
OG0023294,
OG0023295,
OG0023296,
OG0023297,
OG0023298,
OG0023299,Mcav_38522_c10_g1_i1.p1
OG0023300,
OG0023301,
OG0023302,
OG0023303,
OG0023304,
OG0023305,
OG0023306,
OG0023307,
OG0023308,
OG0023309,
OG0023310,
OG0023311,
OG0023312,
OG0023313,Mcav_22497_c5_g1_i1.p1
OG0023314,Mcav_55876_c1_g1_i2.p1
OG0023315,
OG0023316,
OG0023317,
OG0023318,
OG0023319,
OG0023320,
OG0023321,
OG0023322,Mcav_12637_c2_g1_i1.p1
OG0023323,Mcav_41725_c7_g1_i1.p1
OG0023324,Mcav_5695_c2_g1_i3.p1
OG0023325,
OG0023326,Mcav_5992_c20_g1_i1.p1
OG0023327,
OG0023328,
OG0023329,Mcav_36331_c8_g2_i1.p1
OG0023330,Mcav_10569_c2_g1_i1.p1
OG0023331,
OG0023332,Mcav_12574_c0_g1_i1.p1
OG0023333,
OG0023334,
OG0023335,
OG0023336,
OG0023337,
OG0023338,
OG0023339,
OG0023340,
OG0023341,
OG0023342,
OG0023343,
OG0023344,Mcav_43274_c0_g1_i1.p1
OG0023345,
OG0023346,
OG0023347,Mcav_193_c0_g1_i1.p1
OG0023348,
OG0023349,
OG0023350,
OG0023351,
OG0023352,
OG0023353,
OG0023354,
OG0023355,
OG0023356,
OG0023357,Mcav_20428_c0_g1_i2.p1
OG0023358,
OG0023359,
OG0023360,Mcav_42457_c0_g1_i1.p1
OG0023361,
OG0023362,Mcav_58449_c7_g1_i6.p2
OG0023363,
OG0023364,
OG0023365,
OG0023366,
OG0023367,
OG0023368,
OG0023369,
OG0023370,
OG0023371,
OG0023372,
OG0023373,
OG0023374,Mcav_26582_c4_g1_i1.p1
OG0023375,
OG0023376,
OG0023377,
OG0023378,
OG0023379,
OG0023380,
OG0023381,
OG0023382,Mcav_5145_c0_g1_i1.p1
OG0023383,
OG0023384,
OG0023385,Mcav_32391_c2_g1_i1.p2
OG0023386,
OG0023387,Mcav_14003_c6_g1_i1.p1
OG0023388,Mcav_16281_c0_g1_i1.p1
OG0023389,Mcav_15961_c0_g1_i1.p1
OG0023390,
OG0023391,
OG0023392,
OG0023393,Mcav_46741_c0_g1_i2.p1
OG0023394,
OG0023395,Mcav_37463_c12_g1_i1.p1
OG0023396,
OG0023397,
OG0023398,Mcav_5522_c2_g1_i1.p1
OG0023399,
OG0023400,
OG0023401,
OG0023402,Mcav_58404_c14_g1_i1.p1
OG0023403,
OG0023404,Mcav_60315_c5_g1_i1.p1
OG0023405,Mcav_28959_c0_g1_i1.p1
OG0023406,
OG0023407,
OG0023408,
OG0023409,
OG0023410,
OG0023411,
OG0023412,
OG0023413,
OG0023414,
OG0023415,
OG0023416,
OG0023417,
OG0023418,
OG0023419,Mcav_56233_c17_g1_i1.p1
OG0023420,
OG0023421,Mcav_6691_c11_g1_i1.p1
OG0023422,
OG0023423,
OG0023424,Mcav_60001_c41_g1_i1.p1
OG0023425,
OG0023426,
OG0023427,
OG0023428,
OG0023429,
OG0023430,Mcav_5130_c0_g1_i1.p1
OG0023431,
OG0023432,
OG0023433,
OG0023434,
OG0023435,
OG0023436,
OG0023437,
OG0023438,Mcav_59515_c2_g2_i1.p1
OG0023439,
OG0023440,Mcav_18695_c1_g1_i1.p1
OG0023441,
OG0023442,
OG0023443,
OG0023444,Mcav_55959_c0_g1_i1.p1
OG0023445,
OG0023446,
OG0023447,Mcav_41413_c4_g1_i1.p1
OG0023448,Mcav_34771_c69_g2_i1.p1
OG0023449,
OG0023450,
OG0023451,
OG0023452,
OG0023453,
OG0023454,
OG0023455,
OG0023456,
OG0023457,
OG0023458,
OG0023459,
OG0023460,
OG0023461,
OG0023462,Mcav_28737_c16_g1_i2.p1
OG0023463,
OG0023464,
OG0023465,
OG0023466,
OG0023467,
OG0023468,
OG0023469,
OG0023470,
OG0023471,Mcav_32722_c4_g1_i1.p1
OG0023472,
OG0023473,
OG0023474,Mcav_12602_c9_g1_i1.p1
OG0023475,
OG0023476,
OG0023477,
OG0023478,
OG0023479,
OG0023480,Mcav_10859_c0_g1_i1.p2
OG0023481,
OG0023482,
OG0023483,
OG0023484,
OG0023485,
OG0023486,
OG0023487,
OG0023488,Mcav_59351_c0_g1_i1.p1
OG0023489,
OG0023490,
OG0023491,
OG0023492,
OG0023493,
OG0023494,
OG0023495,
OG0023496,
OG0023497,
OG0023498,
OG0023499,
OG0023500,
OG0023501,Mcav_46837_c0_g1_i1.p1
OG0023502,
OG0023503,
OG0023504,
OG0023505,
OG0023506,
OG0023507,
OG0023508,
OG0023509,
OG0023510,
OG0023511,
OG0023512,Mcav_33936_c17_g3_i1.p1
OG0023513,
OG0023514,
OG0023515,
OG0023516,
OG0023517,
OG0023518,
OG0023519,
OG0023520,
OG0023521,
OG0023522,
OG0023523,
OG0023524,
OG0023525,
OG0023526,
OG0023527,
OG0023528,
OG0023529,
OG0023530,Mcav_3848_c15_g1_i2.p1
OG0023531,
OG0023532,
OG0023533,
OG0023534,
OG0023535,
OG0023536,Mcav_33953_c8_g1_i1.p1
OG0023537,Mcav_9503_c0_g2_i1.p2
OG0023538,Mcav_28516_c1_g1_i3.p2
OG0023539,
OG0023540,
OG0023541,Mcav_33132_c18_g1_i1.p2
OG0023542,
OG0023543,
OG0023544,
OG0023545,
OG0023546,
OG0023547,Mcav_44682_c37_g1_i1.p1
OG0023548,
OG0023549,
OG0023550,Mcav_91_c0_g1_i1.p1
OG0023551,
OG0023552,
OG0023553,
OG0023554,
OG0023555,Mcav_42130_c3_g1_i1.p3
OG0023556,
OG0023557,
OG0023558,Mcav_8575_c1_g1_i2.p1
OG0023559,Mcav_59354_c0_g1_i1.p1
OG0023560,
OG0023561,Mcav_47378_c8_g1_i1.p1
OG0023562,Mcav_45068_c1_g1_i2.p1
OG0023563,
OG0023564,
OG0023565,Mcav_406_c0_g1_i1.p1
OG0023566,
OG0023567,
OG0023568,
OG0023569,
OG0023570,
OG0023571,
OG0023572,
OG0023573,Mcav_54606_c7_g1_i1.p1
OG0023574,
OG0023575,
OG0023576,
OG0023577,Mcav_21700_c0_g1_i1.p2
OG0023578,Mcav_22755_c0_g1_i1.p1
OG0023579,
OG0023580,Mcav_22522_c16_g1_i1.p1
OG0023581,
OG0023582,Mcav_42963_c6_g1_i1.p3
OG0023583,Mcav_55222_c1_g1_i1.p2
OG0023584,Mcav_7636_c0_g1_i1.p1
OG0023585,
OG0023586,
OG0023587,
OG0023588,Mcav_24122_c0_g1_i1.p1
OG0023589,
OG0023590,
OG0023591,Mcav_60351_c10_g1_i1.p1
OG0023592,
OG0023593,
OG0023594,Mcav_41634_c0_g1_i1.p1
OG0023595,Mcav_30747_c2_g1_i3.p2
OG0023596,
OG0023597,
OG0023598,
OG0023599,
OG0023600,
OG0023601,
OG0023602,
OG0023603,
OG0023604,
OG0023605,
OG0023606,
OG0023607,
OG0023608,
OG0023609,
OG0023610,
OG0023611,
OG0023612,
OG0023613,
OG0023614,
OG0023615,
OG0023616,
OG0023617,
OG0023618,
OG0023619,
OG0023620,
OG0023621,
OG0023622,
OG0023623,
OG0023624,
OG0023625,
OG0023626,
OG0023627,
OG0023628,Mcav_22691_c3_g1_i4.p1
OG0023629,Mcav_33450_c2_g1_i1.p1
OG0023630,
OG0023631,Mcav_56392_c4_g1_i3.p2
OG0023632,
OG0023633,
OG0023634,
OG0023635,Mcav_30236_c5_g1_i1.p2
OG0023636,
OG0023637,
OG0023638,Mcav_10449_c6_g2_i1.p1
OG0023639,
OG0023640,Mcav_26886_c0_g1_i1.p1
OG0023641,
OG0023642,
OG0023643,Mcav_12395_c5_g1_i5.p1
OG0023644,
OG0023645,
OG0023646,
OG0023647,
OG0023648,
OG0023649,Mcav_14332_c107_g1_i1.p1
OG0023650,
OG0023651,
OG0023652,
OG0023653,
OG0023654,Mcav_19465_c25_g1_i1.p2
OG0023655,Mcav_45150_c45_g1_i1.p2
OG0023656,Mcav_37166_c0_g1_i1.p1
OG0023657,
OG0023658,
OG0023659,Mcav_27112_c3_g1_i1.p1
OG0023660,
OG0023661,Mcav_43019_c5_g1_i1.p1
OG0023662,
OG0023663,
OG0023664,
OG0023665,
OG0023666,
OG0023667,
OG0023668,
OG0023669,
OG0023670,
OG0023671,
OG0023672,Mcav_30708_c1_g1_i1.p1
OG0023673,
OG0023674,Mcav_1097_c2_g1_i2.p1
OG0023675,
OG0023676,
OG0023677,
OG0023678,
OG0023679,
OG0023680,
OG0023681,Mcav_4526_c36_g2_i1.p1
OG0023682,
OG0023683,Mcav_22566_c5_g1_i2.p1
OG0023684,
OG0023685,
OG0023686,
OG0023687,Mcav_38433_c1_g1_i2.p1
OG0023688,
OG0023689,
OG0023690,Mcav_61765_c18_g1_i1.p1
OG0023691,
OG0023692,
OG0023693,Mcav_15065_c6_g1_i4.p2
OG0023694,
OG0023695,Mcav_16888_c8_g1_i2.p1
OG0023696,
OG0023697,
OG0023698,Mcav_59255_c21_g1_i1.p1
OG0023699,Mcav_24751_c0_g1_i1.p1
OG0023700,Mcav_36170_c0_g1_i1.p3
OG0023701,
OG0023702,Mcav_60893_c19_g1_i1.p6
OG0023703,
OG0023704,
OG0023705,
OG0023706,Mcav_15462_c4_g1_i1.p1
OG0023707,
OG0023708,Mcav_489_c133_g1_i1.p1
OG0023709,
OG0023710,
OG0023711,
OG0023712,
OG0023713,
OG0023714,
OG0023715,
OG0023716,Mcav_9333_c4_g1_i1.p2
OG0023717,
OG0023718,Mcav_56607_c10_g1_i1.p2
OG0023719,Mcav_22650_c2_g1_i1.p2
OG0023720,Mcav_26113_c3_g1_i1.p1
OG0023721,
OG0023722,Mcav_17651_c9_g1_i5.p1
OG0023723,
OG0023724,Mcav_38288_c0_g1_i1.p1
OG0023725,
OG0023726,
OG0023727,
OG0023728,Mcav_35496_c7_g1_i1.p1
OG0023729,
OG0023730,
OG0023731,Mcav_42427_c17_g2_i1.p1
OG0023732,
OG0023733,
OG0023734,
OG0023735,
OG0023736,
OG0023737,
OG0023738,Mcav_42595_c2_g1_i1.p2
OG0023739,Mcav_25856_c0_g1_i1.p1
OG0023740,
OG0023741,
OG0023742,
OG0023743,Mcav_46663_c0_g1_i1.p1
OG0023744,
OG0023745,Mcav_38651_c2_g1_i1.p1
OG0023746,
OG0023747,
OG0023748,
OG0023749,
OG0023750,Mcav_33145_c9_g1_i2.p1
OG0023751,
OG0023752,
OG0023753,
OG0023754,Mcav_35210_c31_g1_i1.p1
OG0023755,Mcav_54169_c85_g1_i1.p1
OG0023756,
OG0023757,
OG0023758,Mcav_36271_c15_g3_i1.p1
OG0023759,
OG0023760,Mcav_54952_c19_g1_i1.p1
OG0023761,
OG0023762,
OG0023763,
OG0023764,Mcav_47154_c0_g1_i1.p1
OG0023765,
OG0023766,
OG0023767,Mcav_29988_c3_g1_i1.p1
OG0023768,
OG0023769,
OG0023770,
OG0023771,
OG0023772,
OG0023773,
OG0023774,
OG0023775,
OG0023776,
OG0023777,
OG0023778,
OG0023779,
OG0023780,
OG0023781,
OG0023782,Mcav_27491_c0_g1_i1.p1
OG0023783,
OG0023784,
OG0023785,Mcav_31795_c2_g1_i1.p1
OG0023786,
OG0023787,Mcav_20422_c5_g2_i1.p1
OG0023788,
OG0023789,
OG0023790,
OG0023791,
OG0023792,Mcav_49172_c37_g1_i1.p2
OG0023793,Mcav_28513_c2_g1_i2.p2
OG0023794,
OG0023795,
OG0023796,
OG0023797,Mcav_37348_c5_g1_i1.p1
OG0023798,
OG0023799,
OG0023800,
OG0023801,
OG0023802,Mcav_23206_c2_g1_i1.p1
OG0023803,
OG0023804,
OG0023805,
OG0023806,Mcav_9679_c0_g1_i1.p1
OG0023807,Mcav_52010_c1_g1_i2.p1
OG0023808,
OG0023809,Mcav_20845_c1_g1_i1.p1
OG0023810,
OG0023811,Mcav_13437_c0_g1_i1.p1
OG0023812,
OG0023813,
OG0023814,
OG0023815,
OG0023816,
OG0023817,
OG0023818,Mcav_5957_c1_g1_i1.p1
OG0023819,Mcav_3039_c5_g1_i1.p1
OG0023820,
OG0023821,
OG0023822,
OG0023823,
OG0023824,Mcav_58001_c0_g1_i1.p1
OG0023825,
OG0023826,Mcav_35945_c25_g1_i1.p1
OG0023827,Mcav_53443_c0_g1_i1.p1
OG0023828,
OG0023829,
OG0023830,
OG0023831,Mcav_32459_c3_g1_i1.p1
OG0023832,
OG0023833,
OG0023834,
OG0023835,
OG0023836,
OG0023837,
OG0023838,
OG0023839,
OG0023840,Mcav_19895_c14_g1_i1.p2
OG0023841,
OG0023842,
OG0023843,Mcav_7938_c1_g1_i1.p1
OG0023844,
OG0023845,Mcav_34492_c1_g1_i1.p1
OG0023846,
OG0023847,
OG0023848,
OG0023849,Mcav_18284_c4_g1_i2.p1
OG0023850,
OG0023851,
OG0023852,
OG0023853,
OG0023854,
OG0023855,Mcav_61532_c111_g6_i1.p1
OG0023856,
OG0023857,
OG0023858,
OG0023859,
OG0023860,Mcav_51098_c5_g1_i1.p1
OG0023861,Mcav_10266_c0_g1_i1.p1
OG0023862,
OG0023863,
OG0023864,
OG0023865,
OG0023866,Mcav_59247_c0_g1_i1.p1
OG0023867,
OG0023868,
OG0023869,
OG0023870,
OG0023871,
OG0023872,Mcav_41023_c177_g1_i1.p1
OG0023873,
OG0023874,
OG0023875,
OG0023876,
OG0023877,
OG0023878,
OG0023879,
OG0023880,Mcav_5629_c0_g1_i1.p1
OG0023881,Mcav_22370_c5_g1_i1.p1
OG0023882,
OG0023883,
OG0023884,Mcav_38063_c1_g1_i4.p1
OG0023885,
OG0023886,
OG0023887,
OG0023888,Mcav_22355_c0_g1_i1.p1
OG0023889,
OG0023890,
OG0023891,
OG0023892,Mcav_38614_c8_g1_i1.p1
OG0023893,Mcav_6329_c8_g1_i1.p1
OG0023894,
OG0023895,Mcav_26356_c4_g1_i1.p1
OG0023896,Mcav_29712_c5_g2_i1.p1
OG0023897,Mcav_29712_c4_g1_i1.p1
OG0023898,
OG0023899,
OG0023900,
OG0023901,
OG0023902,
OG0023903,
OG0023904,
OG0023905,Mcav_925_c0_g1_i1.p1
OG0023906,
OG0023907,
OG0023908,
OG0023909,Mcav_38326_c1_g1_i1.p1
OG0023910,
OG0023911,
OG0023912,
OG0023913,Mcav_41841_c24_g1_i2.p1
OG0023914,
OG0023915,
OG0023916,
OG0023917,
OG0023918,Mcav_4943_c5_g1_i1.p1
OG0023919,
OG0023920,
OG0023921,Mcav_47450_c1_g1_i1.p1
OG0023922,Mcav_39087_c0_g1_i2.p1
OG0023923,Mcav_4816_c11_g1_i3.p5
OG0023924,
OG0023925,
OG0023926,
OG0023927,Mcav_14806_c8_g1_i2.p1
OG0023928,Mcav_3844_c1_g1_i1.p1
OG0023929,
OG0023930,
OG0023931,
OG0023932,
OG0023933,
OG0023934,Mcav_46078_c2_g1_i2.p1
OG0023935,
OG0023936,
OG0023937,Mcav_29681_c7_g1_i2.p1
OG0023938,
OG0023939,
OG0023940,
OG0023941,Mcav_1759_c0_g1_i1.p1
OG0023942,
OG0023943,Mcav_26357_c0_g1_i1.p1
OG0023944,Mcav_31587_c8_g1_i1.p1
OG0023945,Mcav_59263_c38_g1_i2.p1
OG0023946,
OG0023947,
OG0023948,
OG0023949,
OG0023950,
OG0023951,
OG0023952,Mcav_21980_c1_g2_i1.p1
OG0023953,
OG0023954,
OG0023955,
OG0023956,
OG0023957,
OG0023958,
OG0023959,
OG0023960,
OG0023961,
OG0023962,
OG0023963,
OG0023964,
OG0023965,
OG0023966,
OG0023967,
OG0023968,
OG0023969,
OG0023970,
OG0023971,
OG0023972,
OG0023973,
OG0023974,
OG0023975,
OG0023976,
OG0023977,Mcav_21182_c0_g1_i1.p1
OG0023978,
OG0023979,
OG0023980,
OG0023981,
OG0023982,
OG0023983,
OG0023984,
OG0023985,
OG0023986,
OG0023987,
OG0023988,
OG0023989,
OG0023990,
OG0023991,
OG0023992,
OG0023993,
OG0023994,
OG0023995,
OG0023996,
OG0023997,
OG0023998,
OG0023999,
OG0024000,
OG0024001,
OG0024002,
OG0024003,
OG0024004,
OG0024005,
OG0024006,
OG0024007,
OG0024008,
OG0024009,
OG0024010,
OG0024011,
OG0024012,
OG0024013,
OG0024014,
OG0024015,
OG0024016,
OG0024017,
OG0024018,
OG0024019,
OG0024020,
OG0024021,
OG0024022,
OG0024023,
OG0024024,
OG0024025,
OG0024026,
OG0024027,
OG0024028,
OG0024029,
OG0024030,
OG0024031,
OG0024032,
OG0024033,
OG0024034,
OG0024035,
OG0024036,
OG0024037,
OG0024038,
OG0024039,
OG0024040,
OG0024041,
OG0024042,
OG0024043,
OG0024044,
OG0024045,
OG0024046,
OG0024047,
OG0024048,
OG0024049,
OG0024050,
OG0024051,
OG0024052,
OG0024053,
OG0024054,
OG0024055,
OG0024056,
OG0024057,
OG0024058,
OG0024059,
OG0024060,
OG0024061,
OG0024062,
OG0024063,
OG0024064,
OG0024065,
OG0024066,
OG0024067,
OG0024068,
OG0024069,
OG0024070,
OG0024071,
OG0024072,
OG0024073,
OG0024074,
OG0024075,
OG0024076,
OG0024077,
OG0024078,
OG0024079,
OG0024080,
OG0024081,
OG0024082,
OG0024083,
OG0024084,
OG0024085,
OG0024086,
OG0024087,
OG0024088,
OG0024089,
OG0024090,
OG0024091,
OG0024092,
OG0024093,
OG0024094,
OG0024095,
OG0024096,
OG0024097,
OG0024098,Mcav_39416_c117_g1_i1.p1
OG0024099,Mcav_20427_c7_g1_i1.p2
OG0024100,
OG0024101,
OG0024102,
OG0024103,
OG0024104,
OG0024105,
OG0024106,
OG0024107,Mcav_20621_c0_g1_i1.p1
OG0024108,Mcav_16408_c0_g1_i1.p2
OG0024109,
OG0024110,
OG0024111,
OG0024112,
OG0024113,
OG0024114,
OG0024115,
OG0024116,
OG0024117,
OG0024118,
OG0024119,
OG0024120,
OG0024121,
OG0024122,
OG0024123,
OG0024124,
OG0024125,
OG0024126,
OG0024127,
OG0024128,
OG0024129,
OG0024130,
OG0024131,
OG0024132,
OG0024133,
OG0024134,
OG0024135,
OG0024136,
OG0024137,
OG0024138,
OG0024139,
OG0024140,
OG0024141,
OG0024142,
OG0024143,
OG0024144,
OG0024145,
OG0024146,
OG0024147,
OG0024148,
OG0024149,
OG0024150,
OG0024151,
OG0024152,
OG0024153,
OG0024154,
OG0024155,
OG0024156,
OG0024157,
OG0024158,
OG0024159,
OG0024160,
OG0024161,
OG0024162,
OG0024163,
OG0024164,Mcav_7811_c0_g1_i1.p1
OG0024165,
OG0024166,
OG0024167,
OG0024168,
OG0024169,
OG0024170,
OG0024171,
OG0024172,
OG0024173,
OG0024174,
OG0024175,
OG0024176,
OG0024177,
OG0024178,
OG0024179,
OG0024180,
OG0024181,
OG0024182,
OG0024183,
OG0024184,
OG0024185,Mcav_56233_c12_g1_i1.p1
OG0024186,
OG0024187,
OG0024188,
OG0024189,
OG0024190,
OG0024191,
OG0024192,
OG0024193,
OG0024194,
OG0024195,
OG0024196,
OG0024197,
OG0024198,
OG0024199,
OG0024200,
OG0024201,
OG0024202,
OG0024203,
OG0024204,
OG0024205,
OG0024206,Mcav_8968_c4_g1_i1.p1
OG0024207,
OG0024208,
OG0024209,
OG0024210,Mcav_547_c147_g1_i1.p1
OG0024211,
OG0024212,
OG0024213,
OG0024214,
OG0024215,
OG0024216,
OG0024217,
OG0024218,
OG0024219,Mcav_31066_c4_g2_i3.p1
OG0024220,
OG0024221,Mcav_6416_c25_g2_i1.p1
OG0024222,
OG0024223,
OG0024224,
OG0024225,Mcav_20425_c0_g1_i1.p1
OG0024226,
OG0024227,
OG0024228,
OG0024229,
OG0024230,
OG0024231,
OG0024232,
OG0024233,
OG0024234,
OG0024235,
OG0024236,
OG0024237,
OG0024238,
OG0024239,
OG0024240,
OG0024241,Mcav_16347_c0_g1_i1.p1
OG0024242,
OG0024243,
OG0024244,
OG0024245,
OG0024246,
OG0024247,
OG0024248,
OG0024249,
OG0024250,
OG0024251,
OG0024252,
OG0024253,
OG0024254,
OG0024255,
OG0024256,
OG0024257,
OG0024258,
OG0024259,
OG0024260,
OG0024261,
OG0024262,
OG0024263,
OG0024264,
OG0024265,
OG0024266,
OG0024267,
OG0024268,
OG0024269,
OG0024270,
OG0024271,
OG0024272,
OG0024273,
OG0024274,
OG0024275,
OG0024276,
OG0024277,
OG0024278,
OG0024279,
OG0024280,
OG0024281,
OG0024282,
OG0024283,
OG0024284,
OG0024285,Mcav_59757_c0_g1_i1.p1
OG0024286,Mcav_19662_c0_g1_i1.p1
OG0024287,
OG0024288,
OG0024289,
OG0024290,
OG0024291,
OG0024292,
OG0024293,
OG0024294,
OG0024295,
OG0024296,
OG0024297,
OG0024298,
OG0024299,
OG0024300,
OG0024301,
OG0024302,
OG0024303,
OG0024304,
OG0024305,
OG0024306,
OG0024307,
OG0024308,
OG0024309,
OG0024310,Mcav_60221_c0_g1_i1.p1
OG0024311,
OG0024312,
OG0024313,
OG0024314,
OG0024315,
OG0024316,Mcav_59594_c1_g1_i1.p1
OG0024317,
OG0024318,
OG0024319,Mcav_52494_c0_g1_i1.p1
OG0024320,
OG0024321,
OG0024322,Mcav_387_c0_g1_i1.p1
OG0024323,
OG0024324,
OG0024325,Mcav_19741_c0_g1_i1.p1
OG0024326,
OG0024327,
OG0024328,
OG0024329,
OG0024330,
OG0024331,
OG0024332,
OG0024333,
OG0024334,
OG0024335,Mcav_56857_c2_g1_i1.p1
OG0024336,
OG0024337,
OG0024338,
OG0024339,
OG0024340,
OG0024341,
OG0024342,
OG0024343,
OG0024344,
OG0024345,
OG0024346,
OG0024347,
OG0024348,
OG0024349,
OG0024350,
OG0024351,
OG0024352,
OG0024353,
OG0024354,
OG0024355,
OG0024356,
OG0024357,
OG0024358,
OG0024359,
OG0024360,
OG0024361,
OG0024362,
OG0024363,Mcav_60989_c10_g1_i1.p1
OG0024364,
OG0024365,Mcav_21500_c1_g1_i1.p1
OG0024366,
OG0024367,
OG0024368,
OG0024369,
OG0024370,
OG0024371,
OG0024372,
OG0024373,
OG0024374,
OG0024375,
OG0024376,
OG0024377,
OG0024378,
OG0024379,
OG0024380,
OG0024381,
OG0024382,
OG0024383,
OG0024384,
OG0024385,
OG0024386,
OG0024387,
OG0024388,
OG0024389,
OG0024390,
OG0024391,
OG0024392,
OG0024393,
OG0024394,
OG0024395,
OG0024396,
OG0024397,Mcav_49020_c0_g1_i1.p1
OG0024398,
OG0024399,
OG0024400,
OG0024401,
OG0024402,
OG0024403,Mcav_27123_c0_g1_i1.p1
OG0024404,
OG0024405,
OG0024406,
OG0024407,
OG0024408,
OG0024409,
OG0024410,
OG0024411,
OG0024412,
OG0024413,
OG0024414,
OG0024415,
OG0024416,
OG0024417,
OG0024418,
OG0024419,
OG0024420,
OG0024421,
OG0024422,
OG0024423,
OG0024424,
OG0024425,
OG0024426,
OG0024427,Mcav_49172_c88_g1_i1.p1
OG0024428,
OG0024429,
OG0024430,
OG0024431,Mcav_47797_c6_g1_i2.p2
OG0024432,
OG0024433,
OG0024434,
OG0024435,
OG0024436,
OG0024437,
OG0024438,
OG0024439,
OG0024440,
OG0024441,
OG0024442,Mcav_35622_c1_g1_i1.p1
OG0024443,
OG0024444,
OG0024445,
OG0024446,
OG0024447,
OG0024448,
OG0024449,
OG0024450,
OG0024451,
OG0024452,
OG0024453,
OG0024454,
OG0024455,
OG0024456,Mcav_19090_c2_g1_i1.p1
OG0024457,
OG0024458,
OG0024459,
OG0024460,
OG0024461,
OG0024462,
OG0024463,Mcav_38154_c0_g1_i1.p1
OG0024464,Mcav_23310_c0_g1_i1.p1
OG0024465,
OG0024466,
OG0024467,
OG0024468,
OG0024469,
OG0024470,
OG0024471,Mcav_36848_c27_g1_i1.p1
OG0024472,Mcav_37832_c0_g1_i1.p1
OG0024473,
OG0024474,
OG0024475,
OG0024476,
OG0024477,
OG0024478,
OG0024479,
OG0024480,
OG0024481,
OG0024482,Mcav_41805_c2_g1_i1.p1
OG0024483,
OG0024484,
OG0024485,
OG0024486,
OG0024487,
OG0024488,
OG0024489,
OG0024490,
OG0024491,
OG0024492,
OG0024493,
OG0024494,
OG0024495,
OG0024496,
OG0024497,
OG0024498,
OG0024499,
OG0024500,
OG0024501,
OG0024502,
OG0024503,
OG0024504,
OG0024505,
OG0024506,
OG0024507,
OG0024508,
OG0024509,
OG0024510,
OG0024511,
OG0024512,
OG0024513,
OG0024514,
OG0024515,
OG0024516,
OG0024517,
OG0024518,
OG0024519,
OG0024520,
OG0024521,Mcav_15628_c1_g1_i1.p1
OG0024522,
OG0024523,
OG0024524,
OG0024525,Mcav_46436_c0_g1_i2.p1
OG0024526,
OG0024527,Mcav_12837_c3_g1_i2.p1
OG0024528,
OG0024529,
OG0024530,Mcav_12070_c1_g1_i2.p1
OG0024531,
OG0024532,
OG0024533,
OG0024534,Mcav_10026_c0_g1_i1.p1
OG0024535,Mcav_10056_c0_g1_i1.p1
OG0024536,Mcav_10065_c0_g1_i1.p1
OG0024537,Mcav_10099_c4_g1_i1.p1
OG0024538,"Mcav_1013_c2_g1_i3.p1, Mcav_2146_c33_g1_i2.p1"
OG0024539,"Mcav_10175_c26_g2_i8.p1, Mcav_35485_c38_g2_i4.p2"
OG0024540,"Mcav_10197_c2_g2_i1.p1, Mcav_10197_c2_g2_i4.p1"
OG0024541,"Mcav_1020_c0_g1_i2.p1, Mcav_22430_c17_g1_i2.p1"
OG0024542,"Mcav_10211_c0_g1_i1.p1, Mcav_2919_c3_g1_i1.p1"
OG0024543,"Mcav_1022_c0_g1_i1.p1, Mcav_30200_c0_g1_i1.p1"
OG0024544,Mcav_10295_c0_g1_i1.p1
OG0024545,Mcav_10328_c9_g1_i1.p2
OG0024546,Mcav_10343_c0_g1_i1.p1
OG0024547,"Mcav_10416_c0_g1_i1.p1, Mcav_22329_c7_g1_i1.p1"
OG0024548,"Mcav_10447_c5_g1_i1.p2, Mcav_24093_c11_g1_i1.p2"
OG0024549,"Mcav_104_c0_g1_i2.p1, Mcav_25462_c14_g1_i5.p1"
OG0024550,Mcav_10507_c0_g1_i1.p1
OG0024551,"Mcav_10544_c0_g1_i1.p1, Mcav_10544_c0_g1_i2.p1"
OG0024552,"Mcav_1054_c0_g1_i1.p1, Mcav_52822_c0_g1_i1.p1"
OG0024553,Mcav_10561_c0_g1_i1.p1
OG0024554,"Mcav_10583_c0_g1_i1.p1, Mcav_40446_c4_g1_i1.p1"
OG0024555,"Mcav_10604_c13_g1_i1.p1, Mcav_47831_c1_g3_i1.p2"
OG0024556,"Mcav_10604_c17_g1_i1.p1, Mcav_15568_c1_g1_i2.p1"
OG0024557,Mcav_10639_c5_g3_i1.p1
OG0024558,Mcav_10642_c10_g1_i1.p1
OG0024559,"Mcav_10642_c10_g1_i1.p3, Mcav_9010_c8_g1_i1.p1"
OG0024560,Mcav_10708_c0_g1_i1.p1
OG0024561,Mcav_10714_c0_g1_i1.p1
OG0024562,Mcav_10716_c0_g1_i1.p1
