OG,Ssid_longest_proteome
OG0037168,
OG0037169,
OG0037170,
OG0037171,
OG0037172,
OG0037173,
OG0037174,
OG0037175,
OG0037176,Ssid_DN246559_c0_seq1.p1
OG0037177,
OG0037178,
OG0037179,
OG0037180,
OG0037181,
OG0037182,
OG0037183,
OG0037184,
OG0037185,
OG0037186,
OG0037187,
OG0037188,
OG0037189,
OG0037190,
OG0037191,
OG0037192,
OG0037193,
OG0037194,
OG0037195,
OG0037196,
OG0037197,
OG0037198,
OG0037199,
OG0037200,
OG0037201,
OG0037202,
OG0037203,
OG0037204,
OG0037205,
OG0037206,
OG0037207,
OG0037208,
OG0037209,
OG0037210,
OG0037211,
OG0037212,
OG0037213,
OG0037214,
OG0037215,
OG0037216,
OG0037217,
OG0037218,
OG0037219,
OG0037220,
OG0037221,
OG0037222,
OG0037223,
OG0037224,
OG0037225,
OG0037226,
OG0037227,
OG0037228,
OG0037229,
OG0037230,
OG0037231,
OG0037232,
OG0037233,
OG0037234,
OG0037235,
OG0037236,
OG0037237,
OG0037238,
OG0037239,
OG0037240,
OG0037241,
OG0037242,
OG0037243,
OG0037244,
OG0037245,
OG0037246,
OG0037247,
OG0037248,
OG0037249,
OG0037250,
OG0037251,
OG0037252,
OG0037253,Ssid_DN80979_c0_seq1.p1
OG0037254,
OG0037255,
OG0037256,
OG0037257,
OG0037258,
OG0037259,
OG0037260,
OG0037261,
OG0037262,
OG0037263,
OG0037264,
OG0037265,
OG0037266,
OG0037267,
OG0037268,
OG0037269,
OG0037270,
OG0037271,
OG0037272,
OG0037273,
OG0037274,
OG0037275,
OG0037276,
OG0037277,
OG0037278,
OG0037279,
OG0037280,
OG0037281,
OG0037282,
OG0037283,
OG0037284,
OG0037285,
OG0037286,
OG0037287,
OG0037288,
OG0037289,
OG0037290,
OG0037291,
OG0037292,
OG0037293,
OG0037294,
OG0037295,Ssid_DN286382_c0_seq1.p1
OG0037296,
OG0037297,
OG0037298,
OG0037299,
OG0037300,
OG0037301,
OG0037302,
OG0037303,
OG0037304,
OG0037305,
OG0037306,
OG0037307,
OG0037308,
OG0037309,
OG0037310,
OG0037311,
OG0037312,
OG0037313,
OG0037314,
OG0037315,
OG0037316,
OG0037317,
OG0037318,
OG0037319,
OG0037320,
OG0037321,
OG0037322,
OG0037323,
OG0037324,
OG0037325,
OG0037326,
OG0037327,
OG0037328,
OG0037329,
OG0037330,
OG0037331,
OG0037332,
OG0037333,
OG0037334,
OG0037335,
OG0037336,
OG0037337,
OG0037338,Ssid_DN262966_c1_seq1.p2
OG0037339,
OG0037340,
OG0037341,
OG0037342,
OG0037343,
OG0037344,
OG0037345,
OG0037346,
OG0037347,
OG0037348,
OG0037349,
OG0037350,
OG0037351,
OG0037352,
OG0037353,
OG0037354,
OG0037355,
OG0037356,
OG0037357,
OG0037358,
OG0037359,
OG0037360,
OG0037361,
OG0037362,
OG0037363,
OG0037364,
OG0037365,
OG0037366,
OG0037367,
OG0037368,
OG0037369,
OG0037370,
OG0037371,
OG0037372,
OG0037373,
OG0037374,
OG0037375,
OG0037376,
OG0037377,
OG0037378,
OG0037379,
OG0037380,
OG0037381,
OG0037382,
OG0037383,
OG0037384,
OG0037385,
OG0037386,
OG0037387,
OG0037388,Ssid_DN249820_c0_seq3.p2
OG0037389,
OG0037390,
OG0037391,
OG0037392,
OG0037393,
OG0037394,
OG0037395,
OG0037396,
OG0037397,
OG0037398,
OG0037399,
OG0037400,
OG0037401,
OG0037402,
OG0037403,
OG0037404,
OG0037405,
OG0037406,
OG0037407,
OG0037408,
OG0037409,
OG0037410,
OG0037411,
OG0037412,
OG0037413,
OG0037414,
OG0037415,
OG0037416,
OG0037417,
OG0037418,
OG0037419,
OG0037420,
OG0037421,
OG0037422,
OG0037423,
OG0037424,
OG0037425,
OG0037426,
OG0037427,
OG0037428,
OG0037429,
OG0037430,
OG0037431,
OG0037432,
OG0037433,
OG0037434,
OG0037435,
OG0037436,
OG0037437,
OG0037438,
OG0037439,
OG0037440,
OG0037441,
OG0037442,
OG0037443,
OG0037444,
OG0037445,
OG0037446,
OG0037447,
OG0037448,
OG0037449,
OG0037450,
OG0037451,
OG0037452,
OG0037453,
OG0037454,
OG0037455,
OG0037456,
OG0037457,
OG0037458,
OG0037459,
OG0037460,
OG0037461,
OG0037462,
OG0037463,
OG0037464,
OG0037465,
OG0037466,
OG0037467,
OG0037468,
OG0037469,
OG0037470,
OG0037471,
OG0037472,
OG0037473,
OG0037474,
OG0037475,
OG0037476,
OG0037477,
OG0037478,
OG0037479,
OG0037480,
OG0037481,
OG0037482,
OG0037483,
OG0037484,
OG0037485,
OG0037486,
OG0037487,
OG0037488,
OG0037489,
OG0037490,
OG0037491,
OG0037492,
OG0037493,
OG0037494,
OG0037495,
OG0037496,
OG0037497,
OG0037498,
OG0037499,
OG0037500,
OG0037501,
OG0037502,
OG0037503,
OG0037504,
OG0037505,
OG0037506,
OG0037507,
OG0037508,
OG0037509,
OG0037510,
OG0037511,
OG0037512,
OG0037513,
OG0037514,
OG0037515,
OG0037516,
OG0037517,
OG0037518,
OG0037519,
OG0037520,
OG0037521,
OG0037522,
OG0037523,
OG0037524,
OG0037525,
OG0037526,
OG0037527,
OG0037528,
OG0037529,
OG0037530,
OG0037531,
OG0037532,
OG0037533,
OG0037534,
OG0037535,
OG0037536,
OG0037537,
OG0037538,
OG0037539,
OG0037540,
OG0037541,
OG0037542,
OG0037543,
OG0037544,
OG0037545,
OG0037546,
OG0037547,
OG0037548,
OG0037549,
OG0037550,
OG0037551,
OG0037552,
OG0037553,
OG0037554,
OG0037555,
OG0037556,
OG0037557,
OG0037558,
OG0037559,
OG0037560,
OG0037561,
OG0037562,
OG0037563,
OG0037564,
OG0037565,
OG0037566,
OG0037567,
OG0037568,
OG0037569,
OG0037570,
OG0037571,
OG0037572,
OG0037573,
OG0037574,
OG0037575,
OG0037576,
OG0037577,
OG0037578,
OG0037579,
OG0037580,
OG0037581,
OG0037582,
OG0037583,
OG0037584,
OG0037585,
OG0037586,
OG0037587,
OG0037588,
OG0037589,
OG0037590,
OG0037591,
OG0037592,
OG0037593,
OG0037594,
OG0037595,
OG0037596,
OG0037597,
OG0037598,
OG0037599,
OG0037600,Ssid_DN259962_c0_seq8.p2
OG0037601,
OG0037602,
OG0037603,
OG0037604,
OG0037605,
OG0037606,
OG0037607,
OG0037608,
OG0037609,
OG0037610,
OG0037611,
OG0037612,
OG0037613,
OG0037614,
OG0037615,
OG0037616,
OG0037617,
OG0037618,
OG0037619,
OG0037620,
OG0037621,
OG0037622,
OG0037623,
OG0037624,
OG0037625,
OG0037626,
OG0037627,
OG0037628,
OG0037629,
OG0037630,
OG0037631,
OG0037632,
OG0037633,
OG0037634,
OG0037635,
OG0037636,
OG0037637,
OG0037638,
OG0037639,
OG0037640,
OG0037641,
OG0037642,
OG0037643,
OG0037644,
OG0037645,
OG0037646,
OG0037647,
OG0037648,
OG0037649,
OG0037650,
OG0037651,
OG0037652,
OG0037653,
OG0037654,Ssid_DN309855_c0_seq1.p1
OG0037655,
OG0037656,
OG0037657,
OG0037658,
OG0037659,
OG0037660,
OG0037661,
OG0037662,
OG0037663,
OG0037664,
OG0037665,
OG0037666,
OG0037667,
OG0037668,
OG0037669,
OG0037670,
OG0037671,
OG0037672,
OG0037673,
OG0037674,
OG0037675,
OG0037676,
OG0037677,
OG0037678,
OG0037679,
OG0037680,
OG0037681,
OG0037682,
OG0037683,
OG0037684,
OG0037685,
OG0037686,
OG0037687,
OG0037688,
OG0037689,
OG0037690,
OG0037691,
OG0037692,
OG0037693,
OG0037694,
OG0037695,
OG0037696,
OG0037697,
OG0037698,
OG0037699,
OG0037700,
OG0037701,
OG0037702,
OG0037703,
OG0037704,
OG0037705,Ssid_DN217067_c0_seq7.p2
OG0037706,
OG0037707,
OG0037708,
OG0037709,
OG0037710,
OG0037711,
OG0037712,
OG0037713,
OG0037714,
OG0037715,
OG0037716,
OG0037717,
OG0037718,
OG0037719,
OG0037720,
OG0037721,
OG0037722,
OG0037723,
OG0037724,
OG0037725,
OG0037726,
OG0037727,
OG0037728,
OG0037729,
OG0037730,
OG0037731,
OG0037732,
OG0037733,
OG0037734,
OG0037735,
OG0037736,
OG0037737,
OG0037738,
OG0037739,
OG0037740,
OG0037741,
OG0037742,
OG0037743,
OG0037744,
OG0037745,
OG0037746,
OG0037747,
OG0037748,
OG0037749,
OG0037750,
OG0037751,
OG0037752,
OG0037753,
OG0037754,
OG0037755,
OG0037756,
OG0037757,
OG0037758,
OG0037759,
OG0037760,
OG0037761,
OG0037762,
OG0037763,
OG0037764,
OG0037765,
OG0037766,
OG0037767,
OG0037768,
OG0037769,
OG0037770,
OG0037771,
OG0037772,
OG0037773,
OG0037774,
OG0037775,
OG0037776,
OG0037777,
OG0037778,
OG0037779,
OG0037780,
OG0037781,
OG0037782,
OG0037783,
OG0037784,
OG0037785,
OG0037786,
OG0037787,
OG0037788,
OG0037789,
OG0037790,
OG0037791,
OG0037792,
OG0037793,
OG0037794,
OG0037795,
OG0037796,
OG0037797,
OG0037798,
OG0037799,
OG0037800,
OG0037801,
OG0037802,
OG0037803,
OG0037804,
OG0037805,
OG0037806,
OG0037807,
OG0037808,
OG0037809,
OG0037810,
OG0037811,
OG0037812,
OG0037813,
OG0037814,
OG0037815,
OG0037816,
OG0037817,
OG0037818,
OG0037819,
OG0037820,
OG0037821,
OG0037822,
OG0037823,
OG0037824,
OG0037825,
OG0037826,
OG0037827,
OG0037828,
OG0037829,
OG0037830,
OG0037831,
OG0037832,
OG0037833,
OG0037834,
OG0037835,
OG0037836,
OG0037837,
OG0037838,
OG0037839,
OG0037840,
OG0037841,
OG0037842,
OG0037843,
OG0037844,
OG0037845,
OG0037846,
OG0037847,
OG0037848,
OG0037849,
OG0037850,
OG0037851,
OG0037852,
OG0037853,
OG0037854,
OG0037855,
OG0037856,
OG0037857,
OG0037858,
OG0037859,
OG0037860,
OG0037861,
OG0037862,
OG0037863,
OG0037864,
OG0037865,
OG0037866,
OG0037867,
OG0037868,
OG0037869,
OG0037870,
OG0037871,
OG0037872,
OG0037873,
OG0037874,
OG0037875,
OG0037876,
OG0037877,
OG0037878,
OG0037879,
OG0037880,
OG0037881,
OG0037882,
OG0037883,
OG0037884,
OG0037885,
OG0037886,
OG0037887,
OG0037888,
OG0037889,
OG0037890,
OG0037891,
OG0037892,
OG0037893,
OG0037894,
OG0037895,
OG0037896,
OG0037897,
OG0037898,
OG0037899,
OG0037900,
OG0037901,
OG0037902,
OG0037903,
OG0037904,
OG0037905,
OG0037906,
OG0037907,
OG0037908,
OG0037909,
OG0037910,
OG0037911,
OG0037912,
OG0037913,
OG0037914,
OG0037915,
OG0037916,
OG0037917,
OG0037918,
OG0037919,
OG0037920,
OG0037921,
OG0037922,
OG0037923,
OG0037924,
OG0037925,
OG0037926,
OG0037927,
OG0037928,
OG0037929,
OG0037930,
OG0037931,
OG0037932,Ssid_DN220164_c0_seq2.p2
OG0037933,
OG0037934,Ssid_DN109881_c0_seq1.p1
OG0037935,
OG0037936,
OG0037937,
OG0037938,
OG0037939,
OG0037940,
OG0037941,
OG0037942,
OG0037943,
OG0037944,Ssid_DN256423_c0_seq1.p4
OG0037945,
OG0037946,
OG0037947,
OG0037948,
OG0037949,
OG0037950,
OG0037951,
OG0037952,
OG0037953,
OG0037954,
OG0037955,
OG0037956,Ssid_DN288179_c0_seq1.p1
OG0037957,
OG0037958,
OG0037959,
OG0037960,
OG0037961,
OG0037962,
OG0037963,
OG0037964,
OG0037965,
OG0037966,
OG0037967,
OG0037968,
OG0037969,
OG0037970,
OG0037971,
OG0037972,
OG0037973,
OG0037974,
OG0037975,
OG0037976,
OG0037977,
OG0037978,
OG0037979,
OG0037980,
OG0037981,
OG0037982,
OG0037983,
OG0037984,
OG0037985,
OG0037986,
OG0037987,
OG0037988,
OG0037989,
OG0037990,
OG0037991,
OG0037992,
OG0037993,
OG0037994,
OG0037995,
OG0037996,
OG0037997,Ssid_DN29878_c0_seq2.p1
OG0037998,
OG0037999,
OG0038000,
OG0038001,
OG0038002,
OG0038003,
OG0038004,
OG0038005,
OG0038006,
OG0038007,
OG0038008,
OG0038009,
OG0038010,
OG0038011,
OG0038012,
OG0038013,
OG0038014,
OG0038015,
OG0038016,
OG0038017,
OG0038018,
OG0038019,
OG0038020,
OG0038021,
OG0038022,
OG0038023,
OG0038024,
OG0038025,
OG0038026,
OG0038027,
OG0038028,
OG0038029,
OG0038030,
OG0038031,
OG0038032,
OG0038033,
OG0038034,
OG0038035,
OG0038036,
OG0038037,
OG0038038,
OG0038039,
OG0038040,
OG0038041,
OG0038042,
OG0038043,
OG0038044,
OG0038045,
OG0038046,
OG0038047,
OG0038048,
OG0038049,
OG0038050,
OG0038051,Ssid_DN168452_c0_seq1.p1
OG0038052,
OG0038053,
OG0038054,
OG0038055,
OG0038056,
OG0038057,
OG0038058,
OG0038059,
OG0038060,
OG0038061,
OG0038062,
OG0038063,
OG0038064,
OG0038065,
OG0038066,
OG0038067,
OG0038068,
OG0038069,
OG0038070,
OG0038071,
OG0038072,
OG0038073,
OG0038074,
OG0038075,
OG0038076,
OG0038077,
OG0038078,
OG0038079,
OG0038080,
OG0038081,
OG0038082,
OG0038083,
OG0038084,
OG0038085,
OG0038086,
OG0038087,
OG0038088,
OG0038089,
OG0038090,
OG0038091,
OG0038092,
OG0038093,
OG0038094,
OG0038095,
OG0038096,
OG0038097,
OG0038098,
OG0038099,
OG0038100,
OG0038101,
OG0038102,
OG0038103,
OG0038104,
OG0038105,
OG0038106,
OG0038107,
OG0038108,
OG0038109,
OG0038110,
OG0038111,
OG0038112,
OG0038113,
OG0038114,
OG0038115,
OG0038116,
OG0038117,
OG0038118,
OG0038119,
OG0038120,
OG0038121,
OG0038122,
OG0038123,
OG0038124,
OG0038125,
OG0038126,
OG0038127,
OG0038128,
OG0038129,
OG0038130,
OG0038131,
OG0038132,
OG0038133,
OG0038134,
OG0038135,
OG0038136,
OG0038137,
OG0038138,
OG0038139,
OG0038140,
OG0038141,
OG0038142,Ssid_DN437904_c0_seq1.p1
OG0038143,
OG0038144,
OG0038145,
OG0038146,
OG0038147,
OG0038148,
OG0038149,
OG0038150,
OG0038151,
OG0038152,
OG0038153,
OG0038154,
OG0038155,
OG0038156,
OG0038157,
OG0038158,
OG0038159,
OG0038160,
OG0038161,
OG0038162,
OG0038163,
OG0038164,
OG0038165,
OG0038166,
OG0038167,
OG0038168,
OG0038169,
OG0038170,
OG0038171,
OG0038172,
OG0038173,
OG0038174,
OG0038175,
OG0038176,
OG0038177,
OG0038178,
OG0038179,
OG0038180,
OG0038181,
OG0038182,
OG0038183,
OG0038184,
OG0038185,
OG0038186,
OG0038187,
OG0038188,
OG0038189,
OG0038190,
OG0038191,
OG0038192,
OG0038193,
OG0038194,
OG0038195,
OG0038196,
OG0038197,
OG0038198,
OG0038199,
OG0038200,
OG0038201,
OG0038202,
OG0038203,
OG0038204,
OG0038205,
OG0038206,
OG0038207,
OG0038208,
OG0038209,
OG0038210,
OG0038211,
OG0038212,
OG0038213,
OG0038214,
OG0038215,
OG0038216,
OG0038217,
OG0038218,
OG0038219,
OG0038220,
OG0038221,
OG0038222,
OG0038223,
OG0038224,
OG0038225,
OG0038226,
OG0038227,
OG0038228,
OG0038229,Ssid_DN206232_c0_seq2.p1
OG0038230,
OG0038231,
OG0038232,
OG0038233,
OG0038234,
OG0038235,
OG0038236,
OG0038237,
OG0038238,
OG0038239,
OG0038240,
OG0038241,
OG0038242,
OG0038243,
OG0038244,
OG0038245,
OG0038246,
OG0038247,
OG0038248,
OG0038249,
OG0038250,
OG0038251,
OG0038252,
OG0038253,
OG0038254,
OG0038255,
OG0038256,
OG0038257,
OG0038258,
OG0038259,
OG0038260,
OG0038261,
OG0038262,
OG0038263,
OG0038264,
OG0038265,
OG0038266,
OG0038267,
OG0038268,
OG0038269,
OG0038270,
OG0038271,
OG0038272,
OG0038273,
OG0038274,
OG0038275,
OG0038276,
OG0038277,
OG0038278,
OG0038279,
OG0038280,
OG0038281,
OG0038282,
OG0038283,
OG0038284,
OG0038285,
OG0038286,
OG0038287,
OG0038288,
OG0038289,
OG0038290,
OG0038291,
OG0038292,
OG0038293,
OG0038294,
OG0038295,
OG0038296,
OG0038297,
OG0038298,
OG0038299,
OG0038300,
OG0038301,
OG0038302,
OG0038303,
OG0038304,
OG0038305,
OG0038306,
OG0038307,
OG0038308,
OG0038309,
OG0038310,
OG0038311,
OG0038312,
OG0038313,
OG0038314,
OG0038315,
OG0038316,
OG0038317,
OG0038318,
OG0038319,
OG0038320,
OG0038321,
OG0038322,
OG0038323,
OG0038324,
OG0038325,
OG0038326,
OG0038327,
OG0038328,
OG0038329,
OG0038330,
OG0038331,
OG0038332,
OG0038333,
OG0038334,
OG0038335,
OG0038336,
OG0038337,
OG0038338,
OG0038339,
OG0038340,
OG0038341,
OG0038342,
OG0038343,
OG0038344,
OG0038345,
OG0038346,
OG0038347,
OG0038348,
OG0038349,
OG0038350,
OG0038351,
OG0038352,
OG0038353,
OG0038354,
OG0038355,
OG0038356,
OG0038357,
OG0038358,
OG0038359,
OG0038360,
OG0038361,
OG0038362,
OG0038363,
OG0038364,
OG0038365,
OG0038366,
OG0038367,
OG0038368,
OG0038369,
OG0038370,
OG0038371,
OG0038372,
OG0038373,
OG0038374,
OG0038375,
OG0038376,
OG0038377,
OG0038378,
OG0038379,
OG0038380,
OG0038381,
OG0038382,
OG0038383,
OG0038384,
OG0038385,
OG0038386,
OG0038387,Ssid_DN263402_c0_seq3.p1
OG0038388,
OG0038389,
OG0038390,
OG0038391,
OG0038392,
OG0038393,Ssid_DN250826_c0_seq1.p1
OG0038394,
OG0038395,
OG0038396,
OG0038397,
OG0038398,Ssid_DN256854_c1_seq3.p2
OG0038399,
OG0038400,
OG0038401,
OG0038402,
OG0038403,
OG0038404,
OG0038405,
OG0038406,
OG0038407,
OG0038408,
OG0038409,
OG0038410,
OG0038411,
OG0038412,
OG0038413,
OG0038414,
OG0038415,
OG0038416,
OG0038417,
OG0038418,
OG0038419,
OG0038420,
OG0038421,
OG0038422,
OG0038423,
OG0038424,
OG0038425,
OG0038426,
OG0038427,
OG0038428,
OG0038429,
OG0038430,
OG0038431,
OG0038432,
OG0038433,
OG0038434,
OG0038435,
OG0038436,
OG0038437,
OG0038438,
OG0038439,
OG0038440,
OG0038441,
OG0038442,
OG0038443,
OG0038444,
OG0038445,
OG0038446,
OG0038447,
OG0038448,
OG0038449,
OG0038450,
OG0038451,
OG0038452,
OG0038453,
OG0038454,
OG0038455,
OG0038456,
OG0038457,
OG0038458,
OG0038459,
OG0038460,
OG0038461,
OG0038462,
OG0038463,
OG0038464,
OG0038465,
OG0038466,
OG0038467,
OG0038468,
OG0038469,
OG0038470,
OG0038471,
OG0038472,
OG0038473,
OG0038474,
OG0038475,
OG0038476,
OG0038477,
OG0038478,
OG0038479,
OG0038480,
OG0038481,
OG0038482,
OG0038483,
OG0038484,
OG0038485,
OG0038486,
OG0038487,
OG0038488,
OG0038489,
OG0038490,
OG0038491,
OG0038492,
OG0038493,
OG0038494,
OG0038495,
OG0038496,
OG0038497,
OG0038498,
OG0038499,
OG0038500,
OG0038501,
OG0038502,
OG0038503,
OG0038504,
OG0038505,
OG0038506,
OG0038507,
OG0038508,
OG0038509,
OG0038510,
OG0038511,
OG0038512,
OG0038513,
OG0038514,
OG0038515,
OG0038516,
OG0038517,
OG0038518,
OG0038519,
OG0038520,
OG0038521,
OG0038522,
OG0038523,
OG0038524,
OG0038525,
OG0038526,
OG0038527,
OG0038528,
OG0038529,
OG0038530,
OG0038531,
OG0038532,
OG0038533,
OG0038534,
OG0038535,
OG0038536,
OG0038537,
OG0038538,
OG0038539,
OG0038540,
OG0038541,
OG0038542,
OG0038543,
OG0038544,
OG0038545,
OG0038546,
OG0038547,
OG0038548,
OG0038549,
OG0038550,
OG0038551,
OG0038552,
OG0038553,
OG0038554,
OG0038555,
OG0038556,
OG0038557,
OG0038558,
OG0038559,
OG0038560,
OG0038561,
OG0038562,
OG0038563,
OG0038564,
OG0038565,
OG0038566,
OG0038567,
OG0038568,
OG0038569,
OG0038570,
OG0038571,
OG0038572,
OG0038573,
OG0038574,
OG0038575,
OG0038576,
OG0038577,
OG0038578,
OG0038579,
OG0038580,
OG0038581,
OG0038582,
OG0038583,
OG0038584,
OG0038585,
OG0038586,
OG0038587,
OG0038588,
OG0038589,
OG0038590,
OG0038591,
OG0038592,
OG0038593,
OG0038594,
OG0038595,
OG0038596,
OG0038597,
OG0038598,
OG0038599,
OG0038600,
OG0038601,
OG0038602,
OG0038603,
OG0038604,
OG0038605,
OG0038606,
OG0038607,
OG0038608,
OG0038609,
OG0038610,
OG0038611,Ssid_DN281082_c0_seq1.p3
OG0038612,
OG0038613,
OG0038614,
OG0038615,
OG0038616,
OG0038617,
OG0038618,
OG0038619,
OG0038620,
OG0038621,
OG0038622,
OG0038623,
OG0038624,
OG0038625,
OG0038626,
OG0038627,
OG0038628,
OG0038629,
OG0038630,
OG0038631,
OG0038632,
OG0038633,
OG0038634,
OG0038635,
OG0038636,
OG0038637,
OG0038638,
OG0038639,
OG0038640,
OG0038641,
OG0038642,
OG0038643,
OG0038644,
OG0038645,
OG0038646,
OG0038647,
OG0038648,
OG0038649,
OG0038650,
OG0038651,
OG0038652,
OG0038653,
OG0038654,
OG0038655,
OG0038656,
OG0038657,
OG0038658,
OG0038659,
OG0038660,
OG0038661,
OG0038662,
OG0038663,
OG0038664,
OG0038665,
OG0038666,
OG0038667,
OG0038668,
OG0038669,
OG0038670,
OG0038671,
OG0038672,
OG0038673,
OG0038674,
OG0038675,
OG0038676,
OG0038677,
OG0038678,
OG0038679,
OG0038680,
OG0038681,
OG0038682,
OG0038683,
OG0038684,
OG0038685,
OG0038686,
OG0038687,
OG0038688,
OG0038689,
OG0038690,
OG0038691,
OG0038692,
OG0038693,
OG0038694,
OG0038695,
OG0038696,
OG0038697,
OG0038698,
OG0038699,
OG0038700,
OG0038701,
OG0038702,
OG0038703,
OG0038704,
OG0038705,
OG0038706,
OG0038707,
OG0038708,
OG0038709,
OG0038710,
OG0038711,
OG0038712,
OG0038713,
OG0038714,
OG0038715,
OG0038716,
OG0038717,
OG0038718,
OG0038719,
OG0038720,
OG0038721,
OG0038722,
OG0038723,
OG0038724,
OG0038725,
OG0038726,
OG0038727,
OG0038728,
OG0038729,
OG0038730,
OG0038731,
OG0038732,
OG0038733,
OG0038734,
OG0038735,Ssid_DN245695_c0_seq6.p2
OG0038736,
OG0038737,
OG0038738,
OG0038739,
OG0038740,
OG0038741,
OG0038742,
OG0038743,
OG0038744,
OG0038745,
OG0038746,
OG0038747,
OG0038748,
OG0038749,
OG0038750,
OG0038751,
OG0038752,
OG0038753,
OG0038754,
OG0038755,
OG0038756,
OG0038757,
OG0038758,
OG0038759,
OG0038760,
OG0038761,
OG0038762,
OG0038763,
OG0038764,
OG0038765,
OG0038766,
OG0038767,
OG0038768,
OG0038769,
OG0038770,
OG0038771,
OG0038772,
OG0038773,
OG0038774,
OG0038775,
OG0038776,
OG0038777,
OG0038778,
OG0038779,
OG0038780,
OG0038781,
OG0038782,
OG0038783,Ssid_DN191266_c0_seq1.p1
OG0038784,
OG0038785,
OG0038786,
OG0038787,
OG0038788,
OG0038789,
OG0038790,
OG0038791,
OG0038792,
OG0038793,
OG0038794,
OG0038795,
OG0038796,
OG0038797,
OG0038798,Ssid_DN127966_c0_seq1.p1
OG0038799,
OG0038800,
OG0038801,
OG0038802,
OG0038803,
OG0038804,
OG0038805,
OG0038806,
OG0038807,
OG0038808,
OG0038809,
OG0038810,
OG0038811,
OG0038812,
OG0038813,
OG0038814,
OG0038815,
OG0038816,
OG0038817,
OG0038818,
OG0038819,
OG0038820,
OG0038821,
OG0038822,
OG0038823,
OG0038824,
OG0038825,
OG0038826,
OG0038827,
OG0038828,
OG0038829,
OG0038830,
OG0038831,
OG0038832,
OG0038833,
OG0038834,
OG0038835,
OG0038836,
OG0038837,
OG0038838,
OG0038839,
OG0038840,
OG0038841,
OG0038842,
OG0038843,
OG0038844,
OG0038845,
OG0038846,
OG0038847,
OG0038848,
OG0038849,
OG0038850,
OG0038851,
OG0038852,
OG0038853,
OG0038854,
OG0038855,
OG0038856,
OG0038857,
OG0038858,
OG0038859,
OG0038860,
OG0038861,
OG0038862,
OG0038863,
OG0038864,
OG0038865,
OG0038866,
OG0038867,
OG0038868,
OG0038869,
OG0038870,
OG0038871,
OG0038872,
OG0038873,
OG0038874,
OG0038875,
OG0038876,
OG0038877,
OG0038878,
OG0038879,
OG0038880,
OG0038881,
OG0038882,
OG0038883,
OG0038884,
OG0038885,
OG0038886,
OG0038887,
OG0038888,
OG0038889,
OG0038890,
OG0038891,
OG0038892,
OG0038893,
OG0038894,
OG0038895,
OG0038896,
OG0038897,
OG0038898,
OG0038899,
OG0038900,
OG0038901,
OG0038902,
OG0038903,
OG0038904,
OG0038905,
OG0038906,
OG0038907,
OG0038908,
OG0038909,
OG0038910,
OG0038911,
OG0038912,
OG0038913,
OG0038914,
OG0038915,
OG0038916,
OG0038917,
OG0038918,
OG0038919,
OG0038920,
OG0038921,
OG0038922,
OG0038923,
OG0038924,
OG0038925,
OG0038926,
OG0038927,
OG0038928,
OG0038929,
OG0038930,
OG0038931,
OG0038932,
OG0038933,
OG0038934,
OG0038935,
OG0038936,
OG0038937,
OG0038938,
OG0038939,
OG0038940,
OG0038941,
OG0038942,
OG0038943,
OG0038944,
OG0038945,
OG0038946,
OG0038947,
OG0038948,
OG0038949,
OG0038950,
OG0038951,
OG0038952,
OG0038953,
OG0038954,
OG0038955,
OG0038956,
OG0038957,
OG0038958,
OG0038959,
OG0038960,
OG0038961,
OG0038962,
OG0038963,
OG0038964,
OG0038965,
OG0038966,
OG0038967,
OG0038968,
OG0038969,
OG0038970,
OG0038971,
OG0038972,
OG0038973,
OG0038974,
OG0038975,
OG0038976,
OG0038977,
OG0038978,
OG0038979,
OG0038980,
OG0038981,
OG0038982,
OG0038983,
OG0038984,
OG0038985,
OG0038986,
OG0038987,
OG0038988,
OG0038989,
OG0038990,
OG0038991,
OG0038992,
OG0038993,
OG0038994,
OG0038995,
OG0038996,
OG0038997,
OG0038998,
OG0038999,
OG0039000,
OG0039001,
OG0039002,
OG0039003,
OG0039004,
OG0039005,
OG0039006,
OG0039007,
OG0039008,
OG0039009,
OG0039010,
OG0039011,
OG0039012,
OG0039013,
OG0039014,
OG0039015,
OG0039016,
OG0039017,
OG0039018,
OG0039019,
OG0039020,
OG0039021,
OG0039022,
OG0039023,
OG0039024,
OG0039025,
OG0039026,
OG0039027,
OG0039028,
OG0039029,
OG0039030,
OG0039031,
OG0039032,
OG0039033,
OG0039034,
OG0039035,
OG0039036,
OG0039037,
OG0039038,
OG0039039,
OG0039040,
OG0039041,
OG0039042,
OG0039043,
OG0039044,
OG0039045,
OG0039046,
OG0039047,
OG0039048,
OG0039049,
OG0039050,
OG0039051,
OG0039052,
OG0039053,
OG0039054,
OG0039055,
OG0039056,
OG0039057,
OG0039058,
OG0039059,
OG0039060,
OG0039061,
OG0039062,
OG0039063,
OG0039064,
OG0039065,
OG0039066,
OG0039067,
OG0039068,
OG0039069,
OG0039070,
OG0039071,
OG0039072,
OG0039073,
OG0039074,
OG0039075,
OG0039076,
OG0039077,
OG0039078,
OG0039079,
OG0039080,
OG0039081,
OG0039082,
OG0039083,
OG0039084,
OG0039085,
OG0039086,
OG0039087,
OG0039088,
OG0039089,
OG0039090,
OG0039091,
OG0039092,
OG0039093,
OG0039094,
OG0039095,
OG0039096,
OG0039097,
OG0039098,
OG0039099,
OG0039100,
OG0039101,
OG0039102,
