OG,Cnat_Orthofinder_input
OG0024900,TRINITY_DN282475_c1_g1_i3.p1
OG0024901,TRINITY_DN282477_c0_g3_i1.p1
OG0024902,TRINITY_DN282512_c0_g3_i1.p1
OG0024903,TRINITY_DN282543_c1_g5_i2.p1
OG0024904,"TRINITY_DN282547_c0_g4_i1.p1, TRINITY_DN313037_c0_g1_i1.p1"
OG0024905,TRINITY_DN282567_c1_g3_i13.p1
OG0024906,TRINITY_DN282571_c0_g1_i18.p1
OG0024907,TRINITY_DN282582_c1_g4_i1.p1
OG0024908,TRINITY_DN282584_c2_g4_i1.p2
OG0024909,TRINITY_DN282589_c0_g1_i2.p1
OG0024910,TRINITY_DN282603_c0_g1_i1.p1
OG0024911,TRINITY_DN282610_c5_g1_i2.p1
OG0024912,TRINITY_DN282653_c0_g1_i1.p1
OG0024913,"TRINITY_DN282662_c0_g1_i6.p1, TRINITY_DN288112_c1_g1_i9.p1"
OG0024914,TRINITY_DN282668_c0_g5_i2.p2
OG0024915,TRINITY_DN282677_c3_g2_i3.p2
OG0024916,TRINITY_DN282716_c0_g1_i2.p1
OG0024917,TRINITY_DN282745_c2_g1_i3.p1
OG0024918,TRINITY_DN282764_c0_g2_i1.p1
OG0024919,TRINITY_DN282771_c1_g4_i3.p1
OG0024920,"TRINITY_DN282779_c2_g1_i4.p1, TRINITY_DN282779_c2_g1_i4.p2"
OG0024921,TRINITY_DN282783_c0_g1_i12.p1
OG0024922,TRINITY_DN282789_c0_g1_i2.p1
OG0024923,TRINITY_DN282809_c1_g1_i3.p1
OG0024924,"TRINITY_DN282817_c0_g2_i1.p3, TRINITY_DN303445_c1_g5_i1.p1"
OG0024925,TRINITY_DN282819_c0_g1_i2.p1
OG0024926,TRINITY_DN282825_c0_g1_i2.p1
OG0024927,TRINITY_DN282828_c0_g2_i5.p1
OG0024928,TRINITY_DN282838_c3_g1_i1.p1
OG0024929,TRINITY_DN282854_c0_g2_i4.p2
OG0024930,TRINITY_DN282873_c0_g1_i1.p1
OG0024931,TRINITY_DN282884_c2_g1_i12.p4
OG0024932,TRINITY_DN282890_c1_g4_i2.p1
OG0024933,TRINITY_DN282906_c0_g1_i4.p1
OG0024934,TRINITY_DN28292_c0_g1_i1.p1
OG0024935,TRINITY_DN282934_c0_g2_i2.p1
OG0024936,TRINITY_DN282949_c0_g1_i9.p1
OG0024937,TRINITY_DN282949_c0_g2_i2.p1
OG0024938,"TRINITY_DN282954_c1_g1_i2.p1, TRINITY_DN282954_c1_g8_i4.p1"
OG0024939,TRINITY_DN282979_c2_g2_i3.p1
OG0024940,TRINITY_DN282996_c3_g1_i1.p1
OG0024941,TRINITY_DN283019_c0_g1_i3.p1
OG0024942,TRINITY_DN283042_c0_g5_i2.p1
OG0024943,TRINITY_DN283044_c0_g3_i3.p1
OG0024944,TRINITY_DN283053_c10_g1_i1.p1
OG0024945,TRINITY_DN283060_c0_g5_i2.p1
OG0024946,TRINITY_DN283084_c1_g1_i1.p1
OG0024947,TRINITY_DN283106_c1_g4_i2.p1
OG0024948,TRINITY_DN283135_c0_g4_i2.p1
OG0024949,TRINITY_DN283156_c0_g2_i3.p1
OG0024950,TRINITY_DN283170_c0_g6_i1.p1
OG0024951,"TRINITY_DN283171_c1_g3_i6.p1, TRINITY_DN283171_c1_g5_i3.p1"
OG0024952,TRINITY_DN283211_c0_g1_i4.p1
OG0024953,TRINITY_DN283212_c0_g1_i2.p1
OG0024954,TRINITY_DN283260_c1_g1_i7.p1
OG0024955,TRINITY_DN283352_c0_g1_i7.p1
OG0024956,TRINITY_DN283364_c0_g3_i6.p1
OG0024957,TRINITY_DN283378_c2_g3_i1.p1
OG0024958,TRINITY_DN283378_c2_g9_i1.p1
OG0024959,TRINITY_DN283410_c2_g2_i2.p1
OG0024960,TRINITY_DN283421_c0_g2_i5.p1
OG0024961,TRINITY_DN283452_c0_g1_i2.p1
OG0024962,"TRINITY_DN283453_c0_g1_i10.p1, TRINITY_DN283453_c0_g7_i1.p1, TRINITY_DN283789_c0_g1_i2.p1"
OG0024963,TRINITY_DN283470_c2_g4_i1.p1
OG0024964,TRINITY_DN283473_c0_g1_i11.p1
OG0024965,"TRINITY_DN283482_c0_g2_i1.p1, TRINITY_DN303740_c0_g1_i3.p1"
OG0024966,"TRINITY_DN283489_c2_g3_i1.p1, TRINITY_DN605352_c0_g1_i1.p1"
OG0024967,"TRINITY_DN283507_c0_g10_i1.p1, TRINITY_DN291513_c0_g3_i2.p2"
OG0024968,TRINITY_DN283507_c0_g3_i1.p1
OG0024969,TRINITY_DN283509_c1_g1_i11.p1
OG0024970,TRINITY_DN283522_c0_g2_i6.p1
OG0024971,"TRINITY_DN283534_c0_g2_i3.p1, TRINITY_DN301613_c3_g4_i1.p1"
OG0024972,TRINITY_DN283547_c1_g1_i4.p1
OG0024973,TRINITY_DN283555_c1_g1_i8.p1
OG0024974,TRINITY_DN283574_c0_g1_i6.p1
OG0024975,TRINITY_DN283589_c0_g2_i22.p1
OG0024976,TRINITY_DN283602_c2_g1_i2.p1
OG0024977,TRINITY_DN283626_c3_g6_i2.p3
OG0024978,TRINITY_DN283631_c0_g2_i8.p1
OG0024979,TRINITY_DN283721_c1_g2_i5.p1
OG0024980,TRINITY_DN283759_c0_g2_i2.p1
OG0024981,TRINITY_DN283772_c0_g1_i1.p1
OG0024982,TRINITY_DN283773_c1_g1_i1.p2
OG0024983,"TRINITY_DN283808_c1_g1_i3.p1, TRINITY_DN288523_c4_g2_i5.p1, TRINITY_DN303213_c1_g5_i1.p1"
OG0024984,TRINITY_DN283829_c0_g1_i6.p1
OG0024985,TRINITY_DN283848_c0_g4_i2.p1
OG0024986,"TRINITY_DN283861_c3_g3_i1.p2, TRINITY_DN434568_c0_g1_i1.p2, TRINITY_DN68086_c0_g1_i1.p1"
OG0024987,TRINITY_DN283876_c1_g2_i9.p1
OG0024988,TRINITY_DN283891_c0_g2_i5.p1
OG0024989,TRINITY_DN283898_c3_g1_i13.p1
OG0024990,TRINITY_DN283902_c0_g1_i5.p1
OG0024991,TRINITY_DN283936_c0_g9_i1.p1
OG0024992,TRINITY_DN283947_c0_g1_i2.p1
OG0024993,TRINITY_DN283959_c0_g2_i6.p1
OG0024994,TRINITY_DN283966_c0_g1_i2.p1
OG0024995,TRINITY_DN283992_c0_g4_i1.p1
OG0024996,TRINITY_DN284005_c0_g1_i1.p1
OG0024997,TRINITY_DN284010_c1_g1_i2.p1
OG0024998,TRINITY_DN284018_c2_g1_i1.p1
OG0024999,TRINITY_DN284026_c0_g1_i4.p1
OG0025000,TRINITY_DN284031_c1_g1_i13.p1
OG0025001,TRINITY_DN284040_c0_g1_i6.p1
OG0025002,TRINITY_DN284045_c4_g1_i2.p1
OG0025003,TRINITY_DN284087_c0_g1_i1.p1
OG0025004,TRINITY_DN284088_c1_g2_i5.p1
OG0025005,TRINITY_DN284101_c0_g2_i3.p1
OG0025006,TRINITY_DN284109_c0_g1_i1.p1
OG0025007,TRINITY_DN284118_c2_g1_i11.p1
OG0025008,TRINITY_DN284156_c0_g1_i4.p1
OG0025009,TRINITY_DN284170_c0_g3_i7.p1
OG0025010,TRINITY_DN284195_c0_g1_i1.p1
OG0025011,"TRINITY_DN284195_c4_g1_i1.p1, TRINITY_DN284195_c4_g2_i1.p1"
OG0025012,TRINITY_DN284202_c1_g1_i5.p1
OG0025013,TRINITY_DN284213_c1_g4_i4.p1
OG0025014,TRINITY_DN284234_c0_g4_i1.p1
OG0025015,TRINITY_DN284239_c3_g1_i3.p1
OG0025016,TRINITY_DN284314_c0_g2_i3.p1
OG0025017,TRINITY_DN284318_c1_g4_i1.p1
OG0025018,TRINITY_DN284334_c0_g2_i4.p1
OG0025019,TRINITY_DN284337_c1_g3_i2.p1
OG0025020,TRINITY_DN284368_c0_g1_i4.p1
OG0025021,TRINITY_DN284370_c0_g1_i8.p1
OG0025022,TRINITY_DN284375_c0_g2_i22.p1
OG0025023,TRINITY_DN284395_c0_g6_i4.p1
OG0025024,TRINITY_DN284472_c1_g1_i3.p1
OG0025025,TRINITY_DN284478_c3_g2_i3.p1
OG0025026,TRINITY_DN284488_c3_g1_i9.p1
OG0025027,"TRINITY_DN284492_c0_g1_i1.p1, TRINITY_DN284492_c0_g2_i1.p1"
OG0025028,TRINITY_DN284570_c2_g4_i1.p1
OG0025029,TRINITY_DN284570_c3_g1_i3.p1
OG0025030,TRINITY_DN284570_c3_g6_i1.p1
OG0025031,TRINITY_DN284577_c0_g3_i3.p1
OG0025032,"TRINITY_DN284586_c1_g2_i3.p1, TRINITY_DN284586_c1_g5_i2.p1, TRINITY_DN307202_c1_g3_i1.p1"
OG0025033,TRINITY_DN284601_c0_g1_i4.p1
OG0025034,TRINITY_DN284612_c1_g1_i8.p1
OG0025035,TRINITY_DN284625_c3_g1_i3.p1
OG0025036,TRINITY_DN284638_c0_g2_i3.p1
OG0025037,TRINITY_DN284651_c0_g1_i5.p1
OG0025038,"TRINITY_DN284670_c0_g1_i4.p1, TRINITY_DN286158_c1_g1_i8.p1"
OG0025039,TRINITY_DN284675_c0_g2_i9.p1
OG0025040,TRINITY_DN284679_c0_g1_i11.p1
OG0025041,TRINITY_DN284685_c0_g2_i1.p1
OG0025042,TRINITY_DN284693_c0_g2_i10.p1
OG0025043,TRINITY_DN284734_c0_g1_i1.p1
OG0025044,TRINITY_DN284735_c0_g1_i1.p1
OG0025045,TRINITY_DN284737_c1_g2_i1.p1
OG0025046,TRINITY_DN284793_c0_g1_i3.p1
OG0025047,TRINITY_DN284810_c0_g2_i1.p1
OG0025048,TRINITY_DN284816_c0_g2_i5.p1
OG0025049,TRINITY_DN284819_c0_g10_i1.p1
OG0025050,TRINITY_DN284828_c1_g1_i2.p1
OG0025051,TRINITY_DN284849_c1_g2_i6.p1
OG0025052,TRINITY_DN284851_c3_g3_i4.p1
OG0025053,TRINITY_DN284877_c1_g1_i3.p1
OG0025054,TRINITY_DN284915_c1_g4_i2.p1
OG0025055,TRINITY_DN284942_c0_g1_i11.p2
OG0025056,TRINITY_DN284942_c0_g6_i2.p1
OG0025057,TRINITY_DN284955_c2_g1_i1.p1
OG0025058,TRINITY_DN284986_c0_g1_i2.p1
OG0025059,TRINITY_DN284990_c1_g6_i2.p1
OG0025060,TRINITY_DN285011_c2_g1_i1.p1
OG0025061,TRINITY_DN285012_c1_g1_i3.p1
OG0025062,TRINITY_DN285014_c0_g1_i5.p1
OG0025063,TRINITY_DN285077_c5_g1_i1.p1
OG0025064,TRINITY_DN285082_c1_g4_i1.p1
OG0025065,TRINITY_DN285085_c2_g1_i1.p1
OG0025066,TRINITY_DN285121_c0_g1_i9.p1
OG0025067,TRINITY_DN285135_c1_g1_i9.p1
OG0025068,TRINITY_DN285153_c3_g4_i2.p1
OG0025069,TRINITY_DN285157_c0_g1_i3.p1
OG0025070,TRINITY_DN285189_c5_g2_i9.p1
OG0025071,TRINITY_DN285224_c1_g1_i1.p1
OG0025072,TRINITY_DN285225_c0_g3_i2.p1
OG0025073,TRINITY_DN285264_c1_g8_i1.p1
OG0025074,TRINITY_DN285316_c0_g7_i4.p1
OG0025075,TRINITY_DN285352_c0_g4_i1.p1
OG0025076,TRINITY_DN285352_c0_g9_i1.p1
OG0025077,TRINITY_DN285361_c0_g5_i3.p1
OG0025078,TRINITY_DN285375_c1_g4_i1.p1
OG0025079,TRINITY_DN285426_c0_g2_i7.p1
OG0025080,TRINITY_DN285426_c0_g6_i1.p1
OG0025081,"TRINITY_DN285444_c0_g3_i3.p1, TRINITY_DN512872_c0_g1_i1.p1"
OG0025082,"TRINITY_DN285449_c5_g6_i1.p1, TRINITY_DN288298_c0_g4_i1.p1"
OG0025083,TRINITY_DN285502_c2_g1_i5.p1
OG0025084,TRINITY_DN285527_c0_g1_i2.p1
OG0025085,TRINITY_DN285537_c5_g2_i1.p1
OG0025086,TRINITY_DN285566_c0_g3_i1.p1
OG0025087,TRINITY_DN285580_c0_g4_i1.p1
OG0025088,TRINITY_DN285593_c1_g3_i4.p1
OG0025089,TRINITY_DN285595_c4_g1_i2.p1
OG0025090,TRINITY_DN285604_c2_g4_i2.p2
OG0025091,TRINITY_DN285620_c1_g2_i4.p1
OG0025092,TRINITY_DN285631_c3_g5_i1.p1
OG0025093,TRINITY_DN285634_c0_g1_i3.p1
OG0025094,TRINITY_DN285637_c0_g1_i8.p1
OG0025095,"TRINITY_DN285662_c0_g3_i1.p1, TRINITY_DN290458_c1_g1_i3.p2, TRINITY_DN292990_c2_g1_i9.p4"
OG0025096,TRINITY_DN285695_c1_g1_i4.p1
OG0025097,TRINITY_DN285706_c1_g4_i4.p1
OG0025098,"TRINITY_DN285713_c2_g1_i3.p1, TRINITY_DN356546_c0_g1_i1.p1"
OG0025099,TRINITY_DN285723_c3_g1_i4.p1
OG0025100,"TRINITY_DN285731_c0_g1_i4.p1, TRINITY_DN285731_c0_g2_i4.p1, TRINITY_DN290397_c0_g1_i1.p1"
OG0025101,TRINITY_DN285734_c0_g1_i10.p1
OG0025102,TRINITY_DN285740_c1_g5_i1.p1
OG0025103,TRINITY_DN285759_c0_g3_i2.p1
OG0025104,TRINITY_DN285759_c0_g4_i2.p1
OG0025105,"TRINITY_DN285772_c0_g1_i2.p1, TRINITY_DN285772_c0_g2_i1.p1"
OG0025106,TRINITY_DN285804_c2_g1_i1.p1
OG0025107,"TRINITY_DN285821_c1_g1_i11.p4, TRINITY_DN285821_c1_g4_i2.p1, TRINITY_DN296163_c3_g2_i4.p1"
OG0025108,TRINITY_DN285821_c1_g1_i11.p1
OG0025109,TRINITY_DN285822_c1_g1_i4.p1
OG0025110,TRINITY_DN285836_c0_g1_i3.p1
OG0025111,TRINITY_DN285864_c1_g1_i1.p1
OG0025112,"TRINITY_DN285876_c0_g1_i23.p1, TRINITY_DN285876_c0_g4_i3.p1"
OG0025113,TRINITY_DN285924_c2_g1_i1.p1
OG0025114,TRINITY_DN285932_c0_g1_i2.p1
OG0025115,TRINITY_DN285951_c3_g2_i1.p1
OG0025116,TRINITY_DN285960_c1_g8_i1.p1
OG0025117,TRINITY_DN285964_c0_g1_i7.p1
OG0025118,TRINITY_DN285966_c0_g2_i5.p1
OG0025119,TRINITY_DN285984_c0_g1_i4.p1
OG0025120,TRINITY_DN286031_c0_g1_i5.p1
OG0025121,TRINITY_DN286036_c0_g4_i3.p2
OG0025122,TRINITY_DN286041_c0_g1_i6.p1
OG0025123,TRINITY_DN286055_c0_g2_i11.p1
OG0025124,TRINITY_DN286067_c0_g1_i4.p1
OG0025125,TRINITY_DN286073_c0_g2_i1.p1
OG0025126,TRINITY_DN286092_c1_g5_i2.p1
OG0025127,TRINITY_DN286099_c0_g2_i2.p1
OG0025128,TRINITY_DN286106_c2_g1_i2.p1
OG0025129,TRINITY_DN286118_c1_g4_i1.p1
OG0025130,TRINITY_DN286120_c0_g3_i2.p1
OG0025131,TRINITY_DN286152_c2_g2_i4.p1
OG0025132,"TRINITY_DN286161_c1_g2_i2.p1, TRINITY_DN300011_c0_g1_i3.p1"
OG0025133,TRINITY_DN286190_c1_g1_i4.p1
OG0025134,TRINITY_DN286209_c1_g1_i2.p1
OG0025135,TRINITY_DN286226_c1_g1_i9.p1
OG0025136,TRINITY_DN286244_c1_g1_i4.p1
OG0025137,TRINITY_DN286246_c0_g4_i6.p1
OG0025138,TRINITY_DN286254_c0_g1_i5.p2
OG0025139,TRINITY_DN286263_c0_g3_i4.p1
OG0025140,"TRINITY_DN286274_c0_g2_i2.p1, TRINITY_DN318138_c12_g2_i8.p1"
OG0025141,TRINITY_DN286283_c1_g2_i3.p1
OG0025142,TRINITY_DN286285_c0_g5_i5.p1
OG0025143,TRINITY_DN286296_c0_g6_i3.p1
OG0025144,TRINITY_DN286333_c2_g8_i2.p1
OG0025145,"TRINITY_DN286335_c7_g1_i4.p1, TRINITY_DN287317_c0_g2_i3.p1"
OG0025146,TRINITY_DN286353_c0_g2_i1.p1
OG0025147,TRINITY_DN286389_c0_g4_i4.p1
OG0025148,TRINITY_DN286390_c1_g1_i8.p1
OG0025149,TRINITY_DN286415_c0_g1_i2.p1
OG0025150,TRINITY_DN286432_c7_g1_i9.p1
OG0025151,TRINITY_DN286455_c0_g1_i5.p1
OG0025152,TRINITY_DN286460_c0_g2_i10.p1
OG0025153,TRINITY_DN286471_c0_g2_i5.p1
OG0025154,TRINITY_DN286528_c1_g5_i3.p1
OG0025155,TRINITY_DN286549_c0_g1_i1.p1
OG0025156,TRINITY_DN286551_c6_g2_i1.p1
OG0025157,TRINITY_DN286587_c4_g2_i7.p1
OG0025158,TRINITY_DN286596_c0_g1_i1.p1
OG0025159,TRINITY_DN286612_c0_g11_i1.p1
OG0025160,TRINITY_DN286619_c0_g1_i3.p1
OG0025161,TRINITY_DN286626_c1_g9_i1.p1
OG0025162,TRINITY_DN286651_c1_g1_i4.p1
OG0025163,TRINITY_DN286661_c0_g1_i16.p1
OG0025164,TRINITY_DN286667_c0_g4_i1.p2
OG0025165,TRINITY_DN286675_c2_g1_i8.p1
OG0025166,TRINITY_DN286702_c0_g3_i1.p1
OG0025167,TRINITY_DN286702_c0_g8_i1.p1
OG0025168,TRINITY_DN286711_c0_g4_i3.p1
OG0025169,TRINITY_DN286716_c1_g1_i1.p1
OG0025170,TRINITY_DN286718_c1_g2_i6.p1
OG0025171,TRINITY_DN286725_c1_g1_i2.p1
OG0025172,"TRINITY_DN286743_c2_g1_i9.p1, TRINITY_DN315333_c2_g3_i4.p1"
OG0025173,TRINITY_DN286785_c0_g1_i11.p1
OG0025174,TRINITY_DN286794_c0_g11_i1.p2
OG0025175,TRINITY_DN286798_c4_g1_i6.p1
OG0025176,TRINITY_DN286810_c4_g5_i6.p1
OG0025177,TRINITY_DN286822_c1_g2_i6.p1
OG0025178,TRINITY_DN286876_c0_g2_i3.p1
OG0025179,TRINITY_DN286941_c1_g1_i1.p1
OG0025180,TRINITY_DN286941_c1_g8_i1.p1
OG0025181,TRINITY_DN286944_c0_g4_i2.p1
OG0025182,TRINITY_DN286951_c1_g2_i3.p3
OG0025183,"TRINITY_DN286963_c3_g2_i12.p2, TRINITY_DN291726_c2_g2_i5.p1, TRINITY_DN292947_c0_g1_i2.p1"
OG0025184,"TRINITY_DN286986_c0_g3_i2.p1, TRINITY_DN299813_c5_g3_i1.p1"
OG0025185,TRINITY_DN287017_c0_g1_i3.p1
OG0025186,TRINITY_DN287073_c0_g1_i2.p1
OG0025187,TRINITY_DN287093_c0_g1_i4.p1
OG0025188,TRINITY_DN287110_c2_g6_i2.p1
OG0025189,TRINITY_DN287131_c0_g2_i1.p1
OG0025190,TRINITY_DN287143_c1_g3_i1.p1
OG0025191,TRINITY_DN287180_c2_g1_i1.p1
OG0025192,TRINITY_DN287201_c0_g4_i1.p1
OG0025193,"TRINITY_DN287208_c0_g1_i7.p1, TRINITY_DN295836_c0_g2_i4.p1"
OG0025194,"TRINITY_DN287238_c0_g5_i2.p1, TRINITY_DN329741_c0_g1_i1.p1"
OG0025195,TRINITY_DN287239_c0_g1_i5.p2
OG0025196,TRINITY_DN287261_c8_g1_i1.p1
OG0025197,TRINITY_DN287297_c1_g1_i2.p1
OG0025198,TRINITY_DN287326_c0_g5_i1.p1
OG0025199,TRINITY_DN287335_c0_g2_i2.p1
OG0025200,TRINITY_DN287356_c0_g1_i8.p1
OG0025201,TRINITY_DN287359_c0_g1_i1.p1
OG0025202,"TRINITY_DN287379_c0_g2_i1.p1, TRINITY_DN294996_c0_g5_i1.p1"
OG0025203,TRINITY_DN287383_c0_g2_i3.p1
OG0025204,TRINITY_DN287396_c1_g2_i5.p1
OG0025205,TRINITY_DN287398_c1_g5_i2.p1
OG0025206,TRINITY_DN287423_c1_g2_i11.p1
OG0025207,TRINITY_DN287446_c1_g1_i2.p1
OG0025208,TRINITY_DN287462_c0_g1_i1.p1
OG0025209,TRINITY_DN287464_c0_g1_i7.p1
OG0025210,TRINITY_DN287482_c3_g1_i9.p1
OG0025211,TRINITY_DN287484_c2_g2_i2.p1
OG0025212,TRINITY_DN287485_c0_g2_i5.p1
OG0025213,TRINITY_DN287489_c0_g1_i10.p2
OG0025214,TRINITY_DN287494_c1_g1_i2.p1
OG0025215,TRINITY_DN287519_c0_g1_i1.p1
OG0025216,TRINITY_DN287560_c1_g4_i1.p1
OG0025217,"TRINITY_DN287607_c0_g1_i6.p1, TRINITY_DN287607_c0_g2_i2.p1"
OG0025218,TRINITY_DN287610_c0_g1_i6.p1
OG0025219,TRINITY_DN287640_c0_g2_i6.p2
OG0025220,"TRINITY_DN287670_c0_g1_i7.p1, TRINITY_DN287670_c0_g2_i3.p1, TRINITY_DN86821_c0_g1_i1.p1"
OG0025221,TRINITY_DN287678_c0_g5_i2.p1
OG0025222,TRINITY_DN287709_c0_g2_i1.p1
OG0025223,TRINITY_DN287711_c0_g2_i2.p1
OG0025224,TRINITY_DN287737_c0_g1_i1.p2
OG0025225,TRINITY_DN287737_c0_g1_i1.p4
OG0025226,TRINITY_DN287773_c0_g2_i3.p1
OG0025227,TRINITY_DN287782_c0_g5_i6.p1
OG0025228,TRINITY_DN287825_c0_g2_i1.p1
OG0025229,"TRINITY_DN287826_c0_g2_i2.p3, TRINITY_DN310525_c0_g1_i3.p2"
OG0025230,TRINITY_DN287840_c1_g3_i1.p1
OG0025231,TRINITY_DN287846_c0_g1_i1.p1
OG0025232,TRINITY_DN287877_c1_g3_i2.p1
OG0025233,TRINITY_DN287900_c1_g1_i6.p1
OG0025234,TRINITY_DN287920_c2_g1_i2.p1
OG0025235,TRINITY_DN288000_c2_g9_i3.p1
OG0025236,"TRINITY_DN288002_c1_g2_i2.p1, TRINITY_DN288002_c1_g4_i4.p1"
OG0025237,"TRINITY_DN288019_c0_g1_i1.p1, TRINITY_DN666220_c0_g1_i1.p1"
OG0025238,TRINITY_DN288052_c0_g1_i4.p1
OG0025239,TRINITY_DN288055_c0_g2_i4.p1
OG0025240,TRINITY_DN288073_c0_g4_i4.p1
OG0025241,TRINITY_DN288108_c2_g1_i4.p1
OG0025242,TRINITY_DN288122_c1_g5_i1.p1
OG0025243,TRINITY_DN28816_c0_g1_i1.p1
OG0025244,"TRINITY_DN288171_c0_g3_i2.p1, TRINITY_DN79771_c0_g1_i1.p1"
OG0025245,TRINITY_DN288218_c2_g2_i10.p2
OG0025246,TRINITY_DN288240_c0_g1_i1.p1
OG0025247,TRINITY_DN288250_c1_g1_i2.p1
OG0025248,TRINITY_DN288283_c0_g1_i1.p1
OG0025249,"TRINITY_DN288287_c2_g2_i5.p1, TRINITY_DN312252_c2_g1_i12.p1"
OG0025250,TRINITY_DN288292_c0_g7_i3.p1
OG0025251,TRINITY_DN288292_c0_g8_i1.p1
OG0025252,TRINITY_DN288299_c1_g1_i2.p1
OG0025253,TRINITY_DN288306_c0_g1_i1.p1
OG0025254,"TRINITY_DN288312_c6_g4_i1.p1, TRINITY_DN312903_c3_g1_i1.p1"
OG0025255,TRINITY_DN288325_c0_g5_i2.p1
OG0025256,TRINITY_DN288417_c0_g1_i1.p1
OG0025257,"TRINITY_DN288418_c0_g2_i5.p1, TRINITY_DN292662_c0_g7_i2.p1"
OG0025258,TRINITY_DN288428_c0_g1_i2.p1
OG0025259,TRINITY_DN288478_c1_g2_i1.p1
OG0025260,TRINITY_DN288484_c0_g1_i1.p1
OG0025261,"TRINITY_DN288496_c0_g1_i9.p2, TRINITY_DN288496_c0_g2_i1.p2"
OG0025262,TRINITY_DN288498_c0_g3_i2.p1
OG0025263,TRINITY_DN288527_c1_g2_i9.p2
OG0025264,TRINITY_DN288527_c1_g3_i1.p1
OG0025265,TRINITY_DN288561_c2_g2_i3.p1
OG0025266,TRINITY_DN288570_c0_g4_i1.p1
OG0025267,TRINITY_DN288594_c0_g3_i1.p1
OG0025268,TRINITY_DN288597_c1_g1_i9.p1
OG0025269,TRINITY_DN288607_c0_g1_i4.p1
OG0025270,TRINITY_DN288641_c0_g10_i1.p1
OG0025271,TRINITY_DN288654_c3_g1_i3.p1
OG0025272,"TRINITY_DN288655_c1_g1_i2.p1, TRINITY_DN315881_c0_g1_i7.p1"
OG0025273,TRINITY_DN288658_c1_g1_i1.p1
OG0025274,TRINITY_DN288671_c0_g4_i1.p1
OG0025275,TRINITY_DN288678_c3_g1_i5.p1
OG0025276,TRINITY_DN288702_c0_g1_i4.p1
OG0025277,TRINITY_DN288707_c2_g1_i3.p1
OG0025278,TRINITY_DN288712_c0_g3_i1.p1
OG0025279,"TRINITY_DN288729_c1_g2_i4.p1, TRINITY_DN288729_c1_g3_i2.p1"
OG0025280,TRINITY_DN288747_c0_g5_i2.p1
OG0025281,TRINITY_DN288752_c1_g3_i2.p1
OG0025282,TRINITY_DN288754_c0_g2_i2.p1
OG0025283,TRINITY_DN288765_c2_g1_i2.p1
OG0025284,TRINITY_DN288775_c1_g2_i2.p1
OG0025285,TRINITY_DN288776_c0_g1_i1.p1
OG0025286,TRINITY_DN288813_c1_g1_i13.p1
OG0025287,TRINITY_DN288814_c2_g1_i8.p1
OG0025288,TRINITY_DN288822_c0_g1_i6.p1
OG0025289,TRINITY_DN288844_c0_g1_i2.p1
OG0025290,TRINITY_DN288845_c0_g2_i2.p1
OG0025291,TRINITY_DN288886_c0_g2_i1.p1
OG0025292,TRINITY_DN288900_c0_g3_i8.p1
OG0025293,TRINITY_DN288917_c1_g1_i2.p1
OG0025294,TRINITY_DN288929_c1_g1_i6.p1
OG0025295,TRINITY_DN288947_c0_g2_i1.p1
OG0025296,TRINITY_DN288952_c2_g3_i5.p1
OG0025297,TRINITY_DN288957_c0_g1_i5.p1
OG0025298,TRINITY_DN288957_c0_g2_i2.p1
OG0025299,TRINITY_DN288962_c1_g1_i3.p1
OG0025300,TRINITY_DN288989_c5_g5_i1.p1
OG0025301,TRINITY_DN289004_c1_g5_i1.p1
OG0025302,TRINITY_DN289012_c1_g3_i2.p1
OG0025303,TRINITY_DN289055_c1_g1_i3.p1
OG0025304,TRINITY_DN289056_c4_g1_i1.p1
OG0025305,TRINITY_DN289071_c0_g1_i7.p1
OG0025306,TRINITY_DN289156_c0_g1_i3.p1
OG0025307,"TRINITY_DN289169_c0_g1_i7.p1, TRINITY_DN289169_c0_g1_i7.p2, TRINITY_DN312342_c2_g1_i16.p2"
OG0025308,TRINITY_DN289171_c2_g1_i6.p1
OG0025309,TRINITY_DN289204_c0_g4_i2.p1
OG0025310,TRINITY_DN289208_c0_g2_i1.p1
OG0025311,TRINITY_DN289210_c1_g1_i9.p1
OG0025312,TRINITY_DN289229_c0_g1_i9.p1
OG0025313,TRINITY_DN289234_c1_g2_i1.p1
OG0025314,TRINITY_DN289246_c0_g1_i1.p1
OG0025315,TRINITY_DN289250_c1_g1_i3.p1
OG0025316,TRINITY_DN289259_c0_g1_i3.p1
OG0025317,TRINITY_DN289265_c1_g2_i8.p1
OG0025318,TRINITY_DN289318_c0_g2_i1.p1
OG0025319,TRINITY_DN289330_c1_g3_i1.p1
OG0025320,TRINITY_DN289330_c1_g5_i1.p1
OG0025321,TRINITY_DN289375_c1_g4_i1.p1
OG0025322,"TRINITY_DN289378_c0_g3_i3.p1, TRINITY_DN289378_c0_g8_i1.p2"
OG0025323,TRINITY_DN289381_c2_g4_i4.p1
OG0025324,TRINITY_DN289397_c0_g1_i11.p1
OG0025325,TRINITY_DN289405_c0_g2_i18.p1
OG0025326,TRINITY_DN289412_c0_g1_i4.p1
OG0025327,TRINITY_DN289415_c1_g1_i2.p1
OG0025328,TRINITY_DN289428_c0_g1_i2.p3
OG0025329,TRINITY_DN289471_c0_g2_i3.p1
OG0025330,TRINITY_DN289509_c1_g2_i1.p1
OG0025331,TRINITY_DN289510_c0_g1_i1.p1
